State,Year,GDP (Millions of dollars),Population (Number of persons),Personal Income (Dollars),FIPS Code,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
Minnesota,1994,107011.9,4610355,23211,27.0,3440835.5833333335,2580703.8333333335,75.00833333333334,2476970.5,71.98333333333333,103733.33333333333,4.016666666666667
Minnesota,1996,121958.5,4712827,25878,27.0,3540527.1666666665,2663897.4166666665,75.24166666666666,2562940.5833333335,72.40833333333335,100956.83333333333,3.783333333333333
Minnesota,1997,128932.8,4763390,27067,27.0,3585081.0833333335,2687041.75,74.95,2600488.25,72.54166666666667,86553.5,3.225
Minnesota,1998,140269.1,4813412,29141,27.0,3626468.5,2716739.3333333335,74.89999999999999,2644092.0,72.91666666666667,72647.33333333333,2.6750000000000003
Minnesota,2000,159595.4,4933692,32348,27.0,3730567.25,2799238.0833333335,75.025,2714339.0833333335,72.75,84899.0,3.033333333333333
Minnesota,2001,166509.0,4982796,33417,27.0,3780198.4166666665,2847680.5,75.33333333333333,2740281.5,72.48333333333333,107399.0,3.775
Minnesota,2002,170085.2,5018935,33889,27.0,3823097.9166666665,2873470.5,75.15833333333333,2744959.0,71.8,128511.5,4.466666666666667
Minnesota,2003,177862.3,5053572,35195,27.0,3859916.0833333335,2892974.1666666665,74.94166666666666,2754436.5,71.35,138537.66666666666,4.783333333333333
Minnesota,2004,188674.9,5087713,37084,27.0,3893414.25,2892047.0833333335,74.28333333333333,2759484.1666666665,70.875,132562.91666666666,4.583333333333333
Minnesota,2007,215185.4,5207203,41325,27.0,4013094.8333333335,2899004.1666666665,72.23333333333333,2766114.5833333335,68.93333333333334,132889.58333333334,4.583333333333333
Minnesota,2005,193583.8,5119598,37812,27.0,3928816.8333333335,2882139.4166666665,73.35833333333333,2763594.0833333335,70.33333333333333,118545.33333333333,4.1
Minnesota,2008,225533.5,5247018,42983,27.0,4050169.6666666665,2914446.6666666665,71.96666666666667,2755765.1666666665,68.04166666666667,158681.5,5.433333333333334
Minnesota,2009,216335.4,5281203,40963,27.0,4083410.1666666665,2932535.75,71.8,2700955.8333333335,66.14166666666667,231579.91666666666,7.908333333333334
Minnesota,2011,241599.5,5352572,45137,27.0,4150149.9166666665,2952236.8333333335,71.11666666666666,2759782.75,66.49166666666666,192454.08333333334,6.5249999999999995
Minnesota,2012,255427.7,5388297,47404,27.0,4184425.6666666665,2950439.25,70.50833333333334,2783839.9166666665,66.51666666666667,166599.33333333334,5.6499999999999995
Minnesota,2013,257507.8,5430428,47419,27.0,4218760.0,2961662.0833333335,70.2,2812495.4166666665,66.66666666666667,149166.66666666666,5.041666666666667
Minnesota,2014,270190.2,5473353,49365,27.0,4252304.916666667,2979740.8333333335,70.075,2852632.0,67.10000000000001,127108.83333333333,4.266666666666667
Minnesota,2015,282988.0,5509714,51362,27.0,4282725.583333333,3005811.3333333335,70.18333333333334,2892147.4166666665,67.52499999999999,113663.91666666667,3.7916666666666665
Minnesota,2016,288866.6,5556226,51990,27.0,4318608.25,3023731.25,70.025,2906932.8333333335,67.30833333333334,116798.41666666667,3.875
Minnesota,2018,317564.8,5650149,56205,27.0,4418072.75,3074843.3333333335,69.59166666666667,2981973.6666666665,67.48333333333333,92869.66666666667,3.025
Minnesota,2019,329115.6,5686733,57874,27.0,4453256.666666667,3108932.5833333335,69.80833333333334,3008067.5,67.55,100865.08333333333,3.25
Minnesota,2020,349887.4,5710578,61270,27.0,4487087.666666667,3132810.75,69.80833333333334,2936127.5833333335,65.44166666666666,196683.16666666666,6.266666666666667
Minnesota,2022,393569.0,5714300,68874,27.0,4519077.083333333,3077447.5833333335,68.10000000000001,2995632.6666666665,66.29166666666667,81814.91666666667,2.6666666666666665
Mississippi,1988,30286.1,2580349,11737,28.0,1885666.6666666667,1145050.8333333333,60.71666666666667,1047257.4166666666,55.550000000000004,97793.41666666667,8.549999999999999
Mississippi,2010,92714.4,2970366,31213,28.0,2228132.1666666665,1308750.0833333333,58.74166666666667,1176978.1666666667,52.833333333333336,131771.91666666666,10.083333333333334
Mississippi,2021,137381.7,2949582,46577,28.0,2280572.4166666665,1256008.4166666667,55.074999999999996,1187015.5,52.050000000000004,68992.91666666667,5.5
Mississippi,1999,58494.4,2828408,20681,28.0,2084666.5,1283993.3333333333,61.583333333333336,1218422.5833333333,58.449999999999996,65570.75,5.108333333333333
Mississippi,1995,47565.2,2722659,17470,28.0,2002192.3333333333,1254637.8333333333,62.65833333333333,1177020.0833333333,58.775,77617.75,6.2
Mississippi,1985,25815.0,2588103,9974,28.0,1864583.3333333333,1122562.25,60.21666666666667,1005604.3333333334,53.94166666666666,116957.91666666667,10.433333333333334
Mississippi,2017,109132.8,2983393,36580,28.0,2284343.6666666665,1272505.5,55.699999999999996,1205885.0833333333,52.791666666666664,66620.41666666667,5.233333333333333
Mississippi,2006,80835.7,2904978,27827,28.0,2148646.1666666665,1280594.75,59.6,1199090.1666666667,55.80833333333334,81504.58333333333,6.375
Mississippi,1984,24513.9,2578053,9509,28.0,1840416.6666666667,1085887.5,59.01666666666667,970731.0,52.75,115156.5,10.616666666666665
Mississippi,1980,18102.7,2525342,7168,28.0,1771000.0,1050279.0833333333,59.300000000000004,972512.0833333334,54.9,77767.0,7.3999999999999995
Mississippi,2022,136330.2,2938928,46388,28.0,2279803.75,1251306.1666666667,54.875,1202483.9166666667,52.75,48822.25,3.908333333333333
Mississippi,2020,125760.5,2958409,42510,28.0,2282016.5,1246895.25,54.63333333333333,1147106.5833333333,50.275,99788.66666666667,8.049999999999999
Mississippi,2019,116256.3,2968981,39157,28.0,2280144.6666666665,1278501.8333333333,56.074999999999996,1208041.1666666667,52.99166666666667,70460.66666666667,5.5249999999999995
Mississippi,2018,111917.8,2974618,37624,28.0,2280312.75,1267800.0,55.59166666666667,1204965.8333333333,52.84166666666667,62834.166666666664,4.958333333333333
Mississippi,2016,106355.5,2984317,35638,28.0,2285176.4166666665,1272080.8333333333,55.666666666666664,1196124.5,52.35833333333333,75956.33333333333,5.966666666666666
Mississippi,2015,104772.2,2984959,35100,28.0,2278953.3333333335,1259919.5833333333,55.28333333333333,1178250.4166666667,51.708333333333336,81669.16666666667,6.483333333333333
Mississippi,2014,103442.7,2987621,34624,28.0,2272488.75,1243839.8333333333,54.725,1149332.5,50.574999999999996,94507.33333333333,7.591666666666666
Mississippi,2013,101472.1,2986574,33976,28.0,2264122.5833333335,1273606.4166666667,56.275,1165487.5,51.475,108118.91666666667,8.491666666666665
Mississippi,2012,99732.8,2982342,33441,28.0,2254011.25,1330565.9166666667,59.03333333333333,1213118.8333333333,53.833333333333336,117447.08333333333,8.825000000000001
Mississippi,2011,96643.4,2977897,32454,28.0,2245128.0833333335,1346145.6666666667,59.958333333333336,1214611.1666666667,54.10833333333334,131534.5,9.775
Mississippi,2009,89414.0,2958774,30220,28.0,2199695.5833333335,1268741.0,57.69166666666666,1150089.5,52.275,118651.5,9.358333333333333
Mississippi,2008,90602.5,2947806,30736,28.0,2186905.9166666665,1293745.5833333333,59.15,1206816.9166666667,55.19166666666666,86928.66666666667,6.708333333333333
Mississippi,2005,77635.0,2905943,26716,28.0,2143324.0,1317097.1666666667,61.458333333333336,1217185.25,56.791666666666664,99911.91666666667,7.6000000000000005
Mississippi,2007,86187.0,2928350,29432,28.0,2171647.6666666665,1293546.1666666667,59.59166666666667,1213779.4166666667,55.89166666666667,79766.75,6.1499999999999995
Mississippi,2004,73054.9,2889010,25287,28.0,2135239.1666666665,1314868.3333333333,61.583333333333336,1234190.4166666667,57.800000000000004,80677.91666666667,6.158333333333334
Mississippi,2003,69011.9,2868312,24060,28.0,2120642.3333333335,1304305.75,61.51666666666667,1224179.75,57.725,80126.0,6.141666666666667
Mississippi,2002,66326.2,2858681,23202,28.0,2111954.25,1290895.1666666667,61.13333333333333,1208021.5,57.199999999999996,82873.66666666667,6.425
Mississippi,2001,65064.1,2852994,22806,28.0,2104189.5,1294288.0833333333,61.50833333333333,1223221.0833333333,58.13333333333333,71067.0,5.491666666666667
Mississippi,2000,61604.9,2848353,21628,28.0,2096381.1666666667,1309984.75,62.48333333333333,1240061.5833333333,59.15833333333333,69923.16666666667,5.325
Mississippi,1998,56581.1,2804834,20173,28.0,2067693.75,1276244.8333333333,61.71666666666667,1209436.5,58.49166666666667,66808.33333333333,5.241666666666666
Mississippi,1997,53370.6,2777004,19219,28.0,2046887.8333333333,1273116.0,62.19166666666666,1200601.4166666667,58.65833333333333,72514.58333333333,5.7
Mississippi,1996,50455.3,2748085,18360,28.0,2025415.0833333333,1263496.8333333333,62.38333333333333,1187762.8333333333,58.65,75734.0,5.991666666666667
Mississippi,1994,44969.5,2688992,16724,28.0,1975803.0833333333,1243381.6666666667,62.93333333333334,1165128.3333333333,58.975,78253.33333333333,6.291666666666667
Mississippi,1993,41568.6,2655100,15656,28.0,1950747.0833333333,1213023.8333333333,62.18333333333334,1131436.75,57.99166666666667,81587.08333333333,6.733333333333333
Mississippi,1992,39042.6,2623734,14881,28.0,1928941.0,1192344.9166666667,61.81666666666666,1097235.25,56.875,95109.66666666667,7.974999999999999
Mississippi,1991,36310.8,2598733,13973,28.0,1915134.9166666667,1184239.3333333333,61.85,1084657.8333333333,56.63333333333333,99581.5,8.391666666666667
Mississippi,1990,34436.5,2578897,13353,28.0,1894245.8333333333,1178343.4166666667,62.208333333333336,1089029.0,57.49166666666667,89314.41666666667,7.583333333333333
Mississippi,1989,32710.7,2574272,12707,28.0,1893583.3333333333,1163718.5833333333,61.449999999999996,1071797.5,56.59166666666667,91921.08333333333,7.908333333333334
Mississippi,1987,28256.1,2588545,10916,28.0,1877166.6666666667,1151241.3333333333,61.324999999999996,1035411.8333333334,55.15,115829.5,10.049999999999999
Mississippi,1986,26776.3,2593596,10324,28.0,1868583.3333333333,1150779.1666666667,61.574999999999996,1019472.1666666666,54.550000000000004,131307.0,11.424999999999999
Mississippi,1983,22458.0,2567719,8746,28.0,1825750.0,1071261.0,58.68333333333334,943125.6666666666,51.65,128135.33333333333,11.966666666666667
Mississippi,1982,21461.8,2556776,8394,28.0,1814083.3333333333,1065666.3333333333,58.74166666666667,948273.5833333334,52.275,117392.75,11.008333333333333
Mississippi,1981,20328.9,2539032,8007,28.0,1794583.3333333333,1054685.9166666667,58.775,964777.0833333334,53.76666666666667,89908.83333333333,8.516666666666667
Mississippi,1979,16636.7,2507967,6634,28.0,1748333.3333333333,1022970.6666666666,58.50833333333333,964117.9166666666,55.15,58852.75,5.733333333333333
Mississippi,1978,14721.6,2488033,5917,28.0,1722000.0,1010714.5,58.69166666666666,942483.9166666666,54.725,68230.58333333333,6.75
Mississippi,1977,13222.2,2459810,5375,28.0,1690583.3333333333,994388.5833333334,58.81666666666666,922687.9166666666,54.574999999999996,71700.66666666667,7.208333333333333
Mississippi,1976,11877.6,2430324,4887,28.0,1657166.6666666667,970470.9166666666,58.55833333333334,907595.9166666666,54.76666666666667,62875.0,6.491666666666667
Missouri,1980,46138.5,4921966,9374,29.0,3660916.6666666665,2333563.1666666665,63.74166666666667,2165852.4166666665,59.166666666666664,167710.75,7.183333333333334
Missouri,1984,65105.0,4975276,13086,29.0,3756416.6666666665,2376726.6666666665,63.275000000000006,2201364.8333333335,58.61666666666667,175361.83333333334,7.375
Missouri,2006,197834.1,5842704,33860,29.0,4487607.833333333,3036746.9166666665,67.675,2888520.6666666665,64.35833333333333,148226.25,4.875
Missouri,2017,273774.2,6113669,44781,29.0,4775175.25,3053260.6666666665,63.94166666666666,2939139.75,61.550000000000004,114120.91666666667,3.7416666666666667
Missouri,1985,69704.0,5000260,13940,29.0,3777666.6666666665,2437953.1666666665,64.53333333333333,2276630.25,60.26666666666667,161322.91666666666,6.616666666666667
Missouri,1995,119399.8,5378247,22201,29.0,4048756.6666666665,2840265.0,70.13333333333334,2703787.25,66.79166666666667,136477.75,4.825
Missouri,1999,146172.5,5561948,26281,29.0,4201421.333333333,2947411.25,70.15833333333333,2852438.0,67.89166666666667,94973.25,3.233333333333333
Missouri,2021,345961.2,6170393,56068,29.0,4862659.083333333,3050292.75,62.725,2925590.9166666665,60.166666666666664,124701.83333333333,4.083333333333333
Missouri,2010,221760.2,5996166,36984,29.0,4629450.25,3042979.75,65.72500000000001,2754011.5833333335,59.49166666666667,288968.1666666667,9.508333333333333
Missouri,1988,82057.1,5081737,16147,29.0,3897000.0,2590977.0833333335,66.48333333333333,2443436.0833333335,62.708333333333336,147541.0,5.7
Missouri,1976,30912.0,4823554,6409,29.0,3486916.6666666665,2123590.25,60.90833333333333,1992074.1666666667,57.13333333333333,131516.08333333334,6.183333333333334
Missouri,1977,34252.4,4845042,7070,29.0,3535000.0,2204123.8333333335,62.35833333333333,2071756.75,58.61666666666667,132367.08333333334,6.016666666666667
Missouri,1978,38129.7,4871171,7828,29.0,3581750.0,2264308.3333333335,63.225,2153833.4166666665,60.125,110474.91666666667,4.8999999999999995
Missouri,1979,42514.3,4889327,8695,29.0,3620750.0,2305583.1666666665,63.68333333333334,2195542.0833333335,60.64166666666667,110041.08333333333,4.791666666666667
Missouri,1981,51479.8,4932069,10438,29.0,3687250.0,2324455.6666666665,63.03333333333333,2145207.8333333335,58.175000000000004,179247.83333333334,7.708333333333333
Missouri,1982,55043.8,4929456,11166,29.0,3702166.6666666665,2326785.6666666665,62.85833333333333,2111364.8333333335,57.01666666666667,215420.83333333334,9.266666666666667
Missouri,1983,58776.9,4943735,11889,29.0,3728166.6666666665,2359959.1666666665,63.31666666666666,2124785.3333333335,57.00833333333333,235173.83333333334,9.958333333333334
Missouri,1986,73379.1,5023055,14608,29.0,3821750.0,2505699.5,65.55833333333334,2345310.1666666665,61.35,160389.33333333334,6.391666666666667
Missouri,1987,77025.5,5056702,15232,29.0,3866583.3333333335,2555882.5,66.10833333333333,2395837.0833333335,61.96666666666667,160045.41666666666,6.25
Missouri,1989,87941.7,5095844,17258,29.0,3910500.0,2627680.0,67.19166666666666,2482263.8333333335,63.475,145416.16666666666,5.55
Missouri,1990,91896.5,5128880,17917,29.0,3861197.1666666665,2606793.3333333335,67.51666666666667,2452399.4166666665,63.525,154393.91666666666,5.916666666666667
Missouri,1991,96075.0,5170800,18580,29.0,3892925.4166666665,2633958.8333333335,67.66666666666667,2460870.5,63.20000000000001,173088.33333333334,6.566666666666666
Missouri,1992,102078.1,5217101,19566,29.0,3921320.75,2642546.0833333335,67.375,2479329.8333333335,63.21666666666667,163216.25,6.175
Missouri,1993,106723.4,5271175,20247,29.0,3962466.1666666665,2686994.8333333335,67.80833333333334,2519906.6666666665,63.6,167088.16666666666,6.2250000000000005
Missouri,1994,113256.6,5324497,21271,29.0,4006944.75,2740115.3333333335,68.38333333333334,2598469.6666666665,64.85000000000001,141645.66666666666,5.175
Missouri,1996,126394.2,5431553,23270,29.0,4091568.6666666665,2893944.9166666665,70.72500000000001,2757546.25,67.39999999999999,136398.66666666666,4.708333333333333
Missouri,1997,134117.8,5481193,24469,29.0,4132214.0,2931101.25,70.93333333333334,2803446.3333333335,67.84166666666667,127654.91666666667,4.3500000000000005
Missouri,1998,140839.7,5521765,25506,29.0,4165026.0,2946422.5,70.74166666666666,2827807.1666666665,67.9,118615.33333333333,4.033333333333333
Missouri,2000,156202.1,5607285,27857,29.0,4235659.75,2971885.0833333335,70.16666666666667,2870511.9166666665,67.75833333333334,101373.16666666667,3.4166666666666665
Missouri,2001,161531.2,5641142,28634,29.0,4272690.833333333,2987197.8333333335,69.91666666666667,2852849.8333333335,66.77499999999999,134348.0,4.491666666666666
Missouri,2002,165389.8,5674825,29144,29.0,4310430.166666667,2981217.5833333335,69.15833333333333,2823788.8333333335,65.50833333333334,157428.75,5.283333333333333
Missouri,2003,171593.2,5709403,30054,29.0,4346055.75,2982964.5,68.64166666666667,2814222.1666666665,64.75,168742.33333333334,5.658333333333334
Missouri,2004,180453.8,5747741,31396,29.0,4386582.416666667,2995635.9166666665,68.29166666666667,2819680.4166666665,64.28333333333333,175955.5,5.875
Missouri,2005,186770.9,5790300,32256,29.0,4435044.916666667,3010244.0833333335,67.875,2847395.0833333335,64.20833333333333,162849.0,5.3999999999999995
Missouri,2007,207411.3,5887612,35228,29.0,4532828.0,3058358.0833333335,67.46666666666667,2902890.6666666665,64.03333333333333,155467.41666666666,5.083333333333333
Missouri,2008,219922.0,5923916,37124,29.0,4576050.833333333,3065685.9166666665,66.99166666666666,2875337.6666666665,62.84166666666667,190348.25,6.216666666666666
Missouri,2009,216424.5,5961088,36306,29.0,4610127.083333333,3062663.5,66.41666666666667,2785917.75,60.43333333333334,276745.75,9.025
Missouri,2011,230858.3,6011569,38402,29.0,4648959.0,3032563.1666666665,65.23333333333333,2770296.75,59.583333333333336,262266.4166666667,8.641666666666667
Missouri,2012,240967.8,6026727,39983,29.0,4670470.75,3005066.9166666665,64.33333333333333,2789233.0,59.708333333333336,215833.91666666666,7.191666666666666
Missouri,2013,242493.0,6044003,40121,29.0,4690655.583333333,3012429.0833333335,64.21666666666667,2808030.3333333335,59.85833333333333,204398.75,6.7749999999999995
Missouri,2014,250783.7,6060459,41380,29.0,4713011.0,3035420.0,64.40833333333333,2848543.4166666665,60.416666666666664,186876.58333333334,6.1499999999999995
Missouri,2015,259350.0,6077057,42677,29.0,4735157.5,3057900.9166666665,64.575,2901888.9166666665,61.291666666666664,156012.0,5.108333333333333
Missouri,2016,267048.6,6093349,43826,29.0,4755611.666666667,3072730.5833333335,64.61666666666666,2933058.0833333335,61.675000000000004,139672.5,4.55
Missouri,2018,286084.3,6128594,46680,29.0,4791473.583333333,3048404.75,63.63333333333333,2949776.6666666665,61.574999999999996,98628.08333333333,3.2416666666666667
Missouri,2019,297349.1,6143406,48401,29.0,4812110.25,3074321.3333333335,63.86666666666667,2975793.5,61.84166666666667,98527.83333333333,3.2083333333333335
Missouri,2020,320592.9,6154426,52091,29.0,4839398.916666667,3037921.5833333335,62.791666666666664,2851196.8333333335,58.90833333333333,186724.75,6.191666666666666
Missouri,2022,357194.7,6177168,57825,29.0,4882273.666666667,3060421.4166666665,62.70000000000001,2983990.0833333335,61.125,76431.33333333333,2.4916666666666667
Montana,1988,10679.8,800200,13346,30.0,596083.3333333334,404099.0,67.78333333333333,377323.8333333333,63.300000000000004,26775.166666666668,6.633333333333333
Montana,2010,35670.9,990863,36000,30.0,777255.1666666666,500857.3333333333,64.45,464850.8333333333,59.824999999999996,36006.5,7.183333333333334
Montana,2021,64542.1,1106366,58337,30.0,883626.3333333334,550617.75,62.31666666666666,531970.75,60.18333333333334,18647.0,3.3833333333333333
Montana,1999,19496.9,897507,21723,30.0,680887.75,466936.0,68.56666666666666,442173.3333333333,64.94166666666668,24762.666666666668,5.308333333333334
Montana,1995,16400.0,876553,18710,30.0,655756.8333333334,442644.1666666667,67.5,417372.0833333333,63.64166666666667,25272.083333333332,5.708333333333333
Montana,1985,9735.9,822320,11840,30.0,603250.0,404294.75,67.01666666666667,373325.5833333333,61.875,30969.166666666668,7.666666666666667
Montana,2017,48003.3,1057982,45373,30.0,836658.1666666666,528428.5833333334,63.15833333333333,506828.4166666667,60.574999999999996,21600.166666666668,4.091666666666666
Montana,2006,30362.7,952692,31870,30.0,739612.0833333334,495219.4166666667,66.95,478729.5,64.73333333333333,16489.916666666668,3.341666666666667
Montana,1984,9594.0,820904,11687,30.0,601416.6666666666,403067.5,67.04166666666667,372786.5833333333,61.98333333333333,30280.916666666668,7.508333333333333
Montana,1980,7215.7,788752,9148,30.0,574833.3333333334,372184.1666666667,64.75,348668.1666666667,60.65,23516.0,6.316666666666666
Montana,2022,68477.0,1122878,60984,30.0,900480.75,567849.25,63.06666666666666,552841.5,61.4,15007.75,2.6333333333333333
Montana,2020,58208.8,1087211,53540,30.0,866546.5,545141.5833333334,62.916666666666664,513353.75,59.225,31787.833333333332,5.841666666666666
Montana,2019,53393.0,1075462,49647,30.0,854620.9166666666,543885.5833333334,63.65833333333333,524815.75,61.40833333333333,19069.833333333332,3.5
Montana,2018,50352.0,1066542,47211,30.0,845569.1666666666,535058.75,63.275,515091.8333333333,60.925000000000004,19966.916666666668,3.75
Montana,2016,45283.3,1045648,43306,30.0,824041.8333333334,521800.6666666667,63.324999999999996,499299.4166666667,60.6,22501.25,4.325
Montana,2015,44583.3,1034413,43100,30.0,814805.4166666666,517781.6666666667,63.55833333333334,495626.3333333333,60.824999999999996,22155.333333333332,4.291666666666667
Montana,2014,42901.4,1024998,41855,30.0,806980.9166666666,512844.5833333333,63.550000000000004,488949.1666666667,60.6,23895.416666666668,4.666666666666667
Montana,2013,40786.0,1015933,40146,30.0,799349.6666666666,511164.0,63.949999999999996,483868.8333333333,60.51666666666667,27295.166666666668,5.341666666666666
Montana,2012,40436.9,1005385,40220,30.0,791191.75,506625.4166666667,64.03333333333333,477218.0833333333,60.31666666666666,29407.333333333332,5.8
Montana,2011,38082.7,998188,38152,30.0,784510.75,501026.9166666667,63.85833333333333,467780.6666666667,59.61666666666667,33246.25,6.625
Montana,2009,33926.6,983982,34479,30.0,767110.25,502812.5833333333,65.54166666666667,467044.9166666667,60.88333333333333,35767.666666666664,7.116666666666667
Montana,2008,34730.5,976415,35569,30.0,759996.8333333334,512173.9166666667,67.39166666666667,487959.9166666667,64.20833333333333,24214.0,4.7250000000000005
Montana,2007,32646.8,964706,33841,30.0,750440.1666666666,505111.6666666667,67.31666666666666,488110.9166666667,65.04166666666667,17000.75,3.358333333333333
Montana,2005,28052.0,940102,29839,30.0,728189.0833333334,485496.1666666667,66.675,465780.0833333333,63.958333333333336,19716.083333333332,4.066666666666666
Montana,2004,26072.2,930009,28034,30.0,718056.75,478148.6666666667,66.60000000000001,456583.8333333333,63.59166666666667,21564.833333333332,4.508333333333334
Montana,2003,24015.2,919630,26114,30.0,708358.3333333334,470433.0,66.40833333333333,448164.25,63.25833333333333,22268.75,4.741666666666666
Montana,2002,22350.3,911667,24516,30.0,700096.0,466338.5833333333,66.6,445074.1666666667,63.574999999999996,21264.416666666668,4.55
Montana,2001,21685.2,906961,23910,30.0,693174.3333333334,465269.9166666667,67.10833333333333,443841.0,64.02499999999999,21428.916666666668,4.608333333333333
Montana,2000,20770.5,903773,22982,30.0,686935.75,470102.75,68.44166666666666,447427.5,65.13333333333334,22675.25,4.833333333333333
Montana,1998,19125.7,892431,21431,30.0,676542.5833333334,462540.5833333333,68.35833333333333,436565.5833333333,64.54166666666667,25975.0,5.608333333333333
Montana,1997,17910.2,889865,20127,30.0,673364.0,452791.6666666667,67.25,427930.5,63.55833333333334,24861.166666666668,5.5
Montana,1996,17173.6,886254,19378,30.0,667268.8333333334,448281.1666666667,67.2,423390.9166666667,63.44166666666666,24890.25,5.558333333333334
Montana,1994,15574.4,861306,18082,30.0,640828.3333333334,436413.4166666667,68.10833333333333,412459.5833333333,64.36666666666666,23953.833333333332,5.491666666666667
Montana,1993,15154.0,844761,17939,30.0,626483.0833333334,425395.0833333333,67.90833333333333,399427.6666666667,63.75,25967.416666666668,6.116666666666667
Montana,1992,14009.3,825770,16965,30.0,612721.25,418948.75,68.36666666666666,390854.0,63.800000000000004,28094.75,6.708333333333333
Montana,1991,13216.6,809680,16323,30.0,602292.5833333334,402935.6666666667,66.89999999999999,374964.75,62.25833333333333,27970.916666666668,6.933333333333334
Montana,1989,11763.6,799634,14711,30.0,596333.3333333334,407557.5,68.34166666666667,383326.6666666667,64.28333333333333,24230.833333333332,5.958333333333333
Montana,1990,12379.2,800204,15470,30.0,595669.1666666666,403218.25,67.7,378760.5,63.59166666666667,24457.75,6.058333333333334
Montana,1987,10355.1,805064,12862,30.0,597500.0,401673.4166666667,67.21666666666667,371596.4166666667,62.199999999999996,30077.0,7.466666666666666
Montana,1986,10122.8,813738,12440,30.0,600333.3333333334,404264.75,67.325,372071.4166666667,61.975,32193.333333333332,7.95
Montana,1983,9082.3,814029,11157,30.0,596250.0,395676.25,66.35833333333333,361071.25,60.550000000000004,34605.0,8.741666666666667
Montana,1982,8632.6,803984,10737,30.0,588250.0,388212.25,66.01666666666667,354826.8333333333,60.324999999999996,33385.416666666664,8.608333333333333
Montana,1981,8194.4,795325,10303,30.0,581666.6666666666,382508.25,65.76666666666667,356745.8333333333,61.34166666666667,25762.416666666668,6.7250000000000005
Montana,1979,6549.4,789167,8299,30.0,571916.6666666666,369191.5,64.55,349938.6666666667,61.18333333333334,19252.833333333332,5.208333333333333
Montana,1978,6090.5,784043,7768,30.0,564666.6666666666,363976.5833333333,64.46666666666667,343715.25,60.85833333333333,20261.333333333332,5.566666666666666
Montana,1977,5197.9,771354,6739,30.0,550500.0,349025.5,63.40833333333333,327543.4166666667,59.50833333333333,21482.083333333332,6.1499999999999995
Montana,1976,4806.5,758521,6337,30.0,536666.6666666666,334868.0833333333,62.4,315198.5833333333,58.73333333333333,19669.5,5.875
Nebraska,1980,14766.4,1572296,9392,31.0,1148083.3333333333,764042.75,66.55,734971.8333333334,64.02499999999999,29070.916666666668,3.8083333333333336
Nebraska,1984,21199.0,1588638,13344,31.0,1178666.6666666667,790881.4166666666,67.08333333333333,755363.25,64.09166666666667,35518.166666666664,4.491666666666667
Nebraska,2006,63317.2,1772693,35718,31.0,1333582.8333333333,971512.8333333334,72.85000000000001,941835.1666666666,70.625,29677.666666666668,3.0416666666666665
Nebraska,2017,95823.7,1934360,49538,31.0,1473927.1666666667,1023134.5,69.41666666666667,992696.6666666666,67.35833333333333,30437.833333333332,2.975
Nebraska,1985,22345.0,1584661,14101,31.0,1172750.0,804647.5,68.60833333333333,764088.5,65.15833333333333,40559.0,5.05
Nebraska,1995,37383.3,1656992,22561,31.0,1230543.0833333333,901547.25,73.26666666666667,877969.5833333334,71.34166666666667,23577.666666666668,2.6333333333333333
Nebraska,1999,46824.4,1704764,27467,31.0,1275410.0,930315.5833333334,72.95,905035.6666666666,70.95,25279.916666666668,2.716666666666667
Nebraska,2021,123080.5,1964253,62660,31.0,1511554.4166666667,1049583.3333333333,69.45,1021411.25,67.58333333333333,28172.083333333332,2.6916666666666664
Nebraska,2010,75194.1,1830158,41086,31.0,1386390.0833333333,992015.1666666666,71.55833333333334,945262.3333333334,68.18333333333332,46752.833333333336,4.7
Nebraska,1988,25708.4,1571477,16359,31.0,1189166.6666666667,816346.4166666666,68.64999999999999,788265.1666666666,66.27499999999999,28081.25,3.4416666666666664
Nebraska,1976,10217.4,1548901,6597,31.0,1101166.6666666667,716884.0,65.10000000000001,694274.8333333334,63.041666666666664,22609.166666666668,3.15
Nebraska,1977,11073.1,1554466,7123,31.0,1114416.6666666667,740085.5,66.41666666666667,715151.75,64.175,24933.75,3.3666666666666667
Nebraska,1978,12810.9,1560826,8208,31.0,1127166.6666666667,752167.75,66.72500000000001,729958.6666666666,64.75833333333334,22209.083333333332,2.966666666666667
Nebraska,1979,13835.0,1564356,8844,31.0,1137750.0,758341.4166666666,66.64999999999999,736674.0,64.75833333333334,21667.416666666668,2.85
Nebraska,1981,17139.1,1578517,10858,31.0,1158000.0,772573.4166666666,66.72500000000001,740705.5,63.96666666666667,31867.916666666668,4.125
Nebraska,1982,18416.0,1581776,11643,31.0,1164250.0,782249.0833333334,67.18333333333334,739247.0,63.5,43002.083333333336,5.5
Nebraska,1983,19059.9,1584293,12031,31.0,1173250.0,787652.8333333334,67.125,743762.9166666666,63.4,43889.916666666664,5.566666666666666
Nebraska,1986,22995.3,1574328,14606,31.0,1178500.0,813552.9166666666,69.02499999999999,774300.6666666666,65.69166666666666,39252.25,4.833333333333333
Nebraska,1987,23979.7,1566544,15307,31.0,1182000.0,812970.5,68.79166666666667,778674.4166666666,65.88333333333334,34296.083333333336,4.208333333333333
