State,Year,GDP (Millions of dollars),Population (Number of persons),Personal Income (Dollars),Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area,Commodity,ACRES HARVESTED,"PRODUCTION, MEASURED IN $",YIELD,January-December Average Temperature (Units Degrees Fahrenheit),January-December Cooling Degree Days (Units Fahrenheit Degree-Days),January-December Heating Degree Days (Units Fahrenheit Degree-Days),January-December Maximum Temperature (Units Degrees Fahrenheit),January-December Minimum Temperature (Units Degrees Fahrenheit),August Palmer Drought Severity Index (PDSI),August Palmer Hydrological Drought Index (PHDI),August Palmer Modified Drought Index (PMDI),January-December Palmer Z-Index,January-December Precipitation (Units Inches),Allsky_Sfc_Par_Tot,Allsky_Sfc_Sw_Diff,Allsky_Sfc_Sw_Dni,Allsky_Sfc_Sw_Dwn,Allsky_Sfc_Uva,Allsky_Sfc_Uvb,Allsky_Sfc_Uv_Index,Allsky_Srf_Alb,Cloud_Amt,Clrsky_Sfc_Par_Tot,Clrsky_Sfc_Sw_Dwn,Gwetprof,Gwetroot,Gwettop,Ps,Qv2M,Rh2M,T2Mdew,T2Mwet,Toa_Sw_Dwn,Ts,Wd10M,Wd2M,Ws10M,Ws2M
missouri,2018,286084.3,6128594,46680,4791473.583333333,3048404.75,63.63333333333333,2949776.6666666665,61.574999999999996,98628.08333333333,3.2416666666666667,COTTON,322000.0,314761000.0,1373.0,55.2,1598.0,5320.0,65.8,44.6,0.55,-1.3,-0.49,0.11,43.0,78.94,5.87,16.22,15.02,10.27,0.22,,0.15,58.07,104.98,20.28,0.59,0.59,0.61,99.08,8.18,73.06,7.44,10.14,28.89,13.03,214.94,220.19,4.09,2.68
missouri,2019,297349.1,6143406,48401,4812110.25,3074321.3333333335,63.86666666666667,2975793.5,61.84166666666667,98527.83333333333,3.2083333333333335,WHEAT,390000.0,24570000.0,63.0,55.0,1339.0,5182.0,65.1,44.9,4.66,4.66,4.66,1.68,53.82,78.2,5.88,15.79,14.83,10.21,0.22,,0.16,60.2,105.23,20.29,0.71,0.73,0.75,98.99,8.79,80.94,8.6,10.35,28.89,11.99,224.81,229.19,4.13,2.68
missouri,2019,297349.1,6143406,48401,4812110.25,3074321.3333333335,63.86666666666667,2975793.5,61.84166666666667,98527.83333333333,3.2083333333333335,CORN,2980000.0,1695173000.0,155.0,55.0,1339.0,5182.0,65.1,44.9,4.66,4.66,4.66,1.68,53.82,78.2,5.88,15.79,14.83,10.21,0.22,,0.16,60.2,105.23,20.29,0.71,0.73,0.75,98.99,8.79,80.94,8.6,10.35,28.89,11.99,224.81,229.19,4.13,2.68
missouri,2019,297349.1,6143406,48401,4812110.25,3074321.3333333335,63.86666666666667,2975793.5,61.84166666666667,98527.83333333333,3.2083333333333335,RICE,175000.0,156017000.0,7370.0,55.0,1339.0,5182.0,65.1,44.9,4.66,4.66,4.66,1.68,53.82,78.2,5.88,15.79,14.83,10.21,0.22,,0.16,60.2,105.23,20.29,0.71,0.73,0.75,98.99,8.79,80.94,8.6,10.35,28.89,11.99,224.81,229.19,4.13,2.68
missouri,2019,297349.1,6143406,48401,4812110.25,3074321.3333333335,63.86666666666667,2975793.5,61.84166666666667,98527.83333333333,3.2083333333333335,COTTON,368000.0,262642000.0,1193.0,55.0,1339.0,5182.0,65.1,44.9,4.66,4.66,4.66,1.68,53.82,78.2,5.88,15.79,14.83,10.21,0.22,,0.16,60.2,105.23,20.29,0.71,0.73,0.75,98.99,8.79,80.94,8.6,10.35,28.89,11.99,224.81,229.19,4.13,2.68
missouri,2020,320592.9,6154426,52091,4839398.916666667,3037921.5833333335,62.791666666666664,2851196.8333333335,58.90833333333333,186724.75,6.191666666666666,WHEAT,360000.0,22320000.0,62.0,55.8,1222.0,4765.0,66.2,45.3,3.62,3.62,3.48,0.79,46.34,78.42,5.74,16.36,14.92,10.17,0.22,,0.15,55.81,104.65,20.25,0.68,0.69,0.7,99.04,8.36,78.62,8.37,10.4,28.86,12.36,219.75,226.44,3.91,2.52
missouri,2020,320592.9,6154426,52091,4839398.916666667,3037921.5833333335,62.791666666666664,2851196.8333333335,58.90833333333333,186724.75,6.191666666666666,CORN,3280000.0,2559384000.0,170.0,55.8,1222.0,4765.0,66.2,45.3,3.62,3.62,3.48,0.79,46.34,78.42,5.74,16.36,14.92,10.17,0.22,,0.15,55.81,104.65,20.25,0.68,0.69,0.7,99.04,8.36,78.62,8.37,10.4,28.86,12.36,219.75,226.44,3.91,2.52
missouri,2020,320592.9,6154426,52091,4839398.916666667,3037921.5833333335,62.791666666666664,2851196.8333333335,58.90833333333333,186724.75,6.191666666666666,RICE,211000.0,185191000.0,7250.0,55.8,1222.0,4765.0,66.2,45.3,3.62,3.62,3.48,0.79,46.34,78.42,5.74,16.36,14.92,10.17,0.22,,0.15,55.81,104.65,20.25,0.68,0.69,0.7,99.04,8.36,78.62,8.37,10.4,28.86,12.36,219.75,226.44,3.91,2.52
missouri,2020,320592.9,6154426,52091,4839398.916666667,3037921.5833333335,62.791666666666664,2851196.8333333335,58.90833333333333,186724.75,6.191666666666666,COTTON,287000.0,220631000.0,1144.0,55.8,1222.0,4765.0,66.2,45.3,3.62,3.62,3.48,0.79,46.34,78.42,5.74,16.36,14.92,10.17,0.22,,0.15,55.81,104.65,20.25,0.68,0.69,0.7,99.04,8.36,78.62,8.37,10.4,28.86,12.36,219.75,226.44,3.91,2.52
missouri,2022,357194.7,6177168,57825,4882273.666666667,3060421.4166666665,62.70000000000001,2983990.0833333335,61.125,76431.33333333333,2.4916666666666667,WHEAT,410000.0,24600000.0,60.0,55.0,1399.0,5216.0,66.5,43.5,-0.54,1.1,0.12,-0.09,40.26,84.02,5.67,18.55,16.05,10.84,0.23,,0.16,51.53,105.99,20.53,0.59,0.59,0.59,99.01,7.63,69.44,6.39,9.54,28.91,12.87,230.38,235.38,4.3,2.81
missouri,2022,357194.7,6177168,57825,4882273.666666667,3060421.4166666665,62.70000000000001,2983990.0833333335,61.125,76431.33333333333,2.4916666666666667,CORN,3110000.0,3359764000.0,161.0,55.0,1399.0,5216.0,66.5,43.5,-0.54,1.1,0.12,-0.09,40.26,84.02,5.67,18.55,16.05,10.84,0.23,,0.16,51.53,105.99,20.53,0.59,0.59,0.59,99.01,7.63,69.44,6.39,9.54,28.91,12.87,230.38,235.38,4.3,2.81
missouri,2022,357194.7,6177168,57825,4882273.666666667,3060421.4166666665,62.70000000000001,2983990.0833333335,61.125,76431.33333333333,2.4916666666666667,RICE,151000.0,199051000.0,7940.0,55.0,1399.0,5216.0,66.5,43.5,-0.54,1.1,0.12,-0.09,40.26,84.02,5.67,18.55,16.05,10.84,0.23,,0.16,51.53,105.99,20.53,0.59,0.59,0.59,99.01,7.63,69.44,6.39,9.54,28.91,12.87,230.38,235.38,4.3,2.81
missouri,2022,357194.7,6177168,57825,4882273.666666667,3060421.4166666665,62.70000000000001,2983990.0833333335,61.125,76431.33333333333,2.4916666666666667,COTTON,340000.0,327037000.0,1240.0,55.0,1399.0,5216.0,66.5,43.5,-0.54,1.1,0.12,-0.09,40.26,84.02,5.67,18.55,16.05,10.84,0.23,,0.16,51.53,105.99,20.53,0.59,0.59,0.59,99.01,7.63,69.44,6.39,9.54,28.91,12.87,230.38,235.38,4.3,2.81
montana,1988,10679.8,800200,13346,596083.3333333334,404099.0,67.78333333333333,377323.8333333333,63.300000000000004,26775.166666666668,6.633333333333333,WHEAT,3830000.0,59970000.0,15.7,44.1,271.0,8196.0,57.2,31.0,-7.25,-7.25,-7.25,-2.35,14.53,,,,14.37,,,,0.2,67.35,,18.27,0.43,0.41,0.44,85.34,4.03,58.06,-2.75,1.94,25.51,6.91,285.69,287.19,5.0,3.32
montana,1988,10679.8,800200,13346,596083.3333333334,404099.0,67.78333333333333,377323.8333333333,63.300000000000004,26775.166666666668,6.633333333333333,POTATOES,7700.0,16709000.0,280.0,44.1,271.0,8196.0,57.2,31.0,-7.25,-7.25,-7.25,-2.35,14.53,,,,14.37,,,,0.2,67.35,,18.27,0.43,0.41,0.44,85.34,4.03,58.06,-2.75,1.94,25.51,6.91,285.69,287.19,5.0,3.32
montana,1988,10679.8,800200,13346,596083.3333333334,404099.0,67.78333333333333,377323.8333333333,63.300000000000004,26775.166666666668,6.633333333333333,CORN,20000.0,6930000.0,110.0,44.1,271.0,8196.0,57.2,31.0,-7.25,-7.25,-7.25,-2.35,14.53,,,,14.37,,,,0.2,67.35,,18.27,0.43,0.41,0.44,85.34,4.03,58.06,-2.75,1.94,25.51,6.91,285.69,287.19,5.0,3.32
montana,1988,10679.8,800200,13346,596083.3333333334,404099.0,67.78333333333333,377323.8333333333,63.300000000000004,26775.166666666668,6.633333333333333,BEANS,4000.0,2128000.0,1900.0,44.1,271.0,8196.0,57.2,31.0,-7.25,-7.25,-7.25,-2.35,14.53,,,,14.37,,,,0.2,67.35,,18.27,0.43,0.41,0.44,85.34,4.03,58.06,-2.75,1.94,25.51,6.91,285.69,287.19,5.0,3.32
montana,2010,35670.9,990863,36000,777255.1666666666,500857.3333333333,64.45,464850.8333333333,59.824999999999996,36006.5,7.183333333333334,WHEAT,5140000.0,214180000.0,41.7,41.6,122.0,8712.0,53.3,29.8,3.04,3.04,3.04,0.84,21.99,73.0,5.7,16.53,14.23,9.7,0.17,,0.26,64.2,95.56,18.85,0.5,0.48,0.55,85.23,4.7,71.12,-0.92,2.01,25.56,4.94,276.94,278.56,4.56,2.98
montana,2010,35670.9,990863,36000,777255.1666666666,500857.3333333333,64.45,464850.8333333333,59.824999999999996,36006.5,7.183333333333334,POTATOES,11300.0,42240000.0,325.0,41.6,122.0,8712.0,53.3,29.8,3.04,3.04,3.04,0.84,21.99,73.0,5.7,16.53,14.23,9.7,0.17,,0.26,64.2,95.56,18.85,0.5,0.48,0.55,85.23,4.7,71.12,-0.92,2.01,25.56,4.94,276.94,278.56,4.56,2.98
montana,2010,35670.9,990863,36000,777255.1666666666,500857.3333333333,64.45,464850.8333333333,59.824999999999996,36006.5,7.183333333333334,CORN,34000.0,27540000.0,135.0,41.6,122.0,8712.0,53.3,29.8,3.04,3.04,3.04,0.84,21.99,73.0,5.7,16.53,14.23,9.7,0.17,,0.26,64.2,95.56,18.85,0.5,0.48,0.55,85.23,4.7,71.12,-0.92,2.01,25.56,4.94,276.94,278.56,4.56,2.98
montana,2010,35670.9,990863,36000,777255.1666666666,500857.3333333333,64.45,464850.8333333333,59.824999999999996,36006.5,7.183333333333334,BEANS,17700.0,9693000.0,2030.0,41.6,122.0,8712.0,53.3,29.8,3.04,3.04,3.04,0.84,21.99,73.0,5.7,16.53,14.23,9.7,0.17,,0.26,64.2,95.56,18.85,0.5,0.48,0.55,85.23,4.7,71.12,-0.92,2.01,25.56,4.94,276.94,278.56,4.56,2.98
montana,2021,64542.1,1106366,58337,883626.3333333334,550617.75,62.31666666666666,531970.75,60.18333333333334,18647.0,3.3833333333333333,WHEAT,4530000.0,100610000.0,22.2,44.0,341.0,8203.0,56.7,31.2,-4.18,-4.18,-4.18,-1.82,14.31,72.13,5.96,15.73,14.25,9.41,0.17,,0.21,64.57,91.54,18.29,0.48,0.45,0.49,85.31,4.64,63.44,-1.3,2.59,25.56,6.55,281.5,283.06,4.74,3.12
montana,2021,64542.1,1106366,58337,883626.3333333334,550617.75,62.31666666666666,531970.75,60.18333333333334,18647.0,3.3833333333333333,CORN,60000.0,41400000.0,100.0,44.0,341.0,8203.0,56.7,31.2,-4.18,-4.18,-4.18,-1.82,14.31,72.13,5.96,15.73,14.25,9.41,0.17,,0.21,64.57,91.54,18.29,0.48,0.45,0.49,85.31,4.64,63.44,-1.3,2.59,25.56,6.55,281.5,283.06,4.74,3.12
montana,1999,19496.9,897507,21723,680887.75,466936.0,68.56666666666666,442173.3333333333,64.94166666666668,24762.666666666668,5.308333333333334,WHEAT,5320000.0,154310000.0,29.0,44.0,151.0,8112.0,56.3,31.8,1.52,1.52,1.52,0.09,17.44,,,,14.27,,,,0.19,65.73,,18.88,0.45,0.44,0.48,85.33,4.33,62.06,-1.56,2.41,25.56,6.52,279.12,280.25,5.0,3.3
montana,1999,19496.9,897507,21723,680887.75,466936.0,68.56666666666666,442173.3333333333,64.94166666666668,24762.666666666668,5.308333333333334,POTATOES,10900.0,29260000.0,305.0,44.0,151.0,8112.0,56.3,31.8,1.52,1.52,1.52,0.09,17.44,,,,14.27,,,,0.19,65.73,,18.88,0.45,0.44,0.48,85.33,4.33,62.06,-1.56,2.41,25.56,6.52,279.12,280.25,5.0,3.3
montana,1999,19496.9,897507,21723,680887.75,466936.0,68.56666666666666,442173.3333333333,64.94166666666668,24762.666666666668,5.308333333333334,CORN,18000.0,3069000.0,110.0,44.0,151.0,8112.0,56.3,31.8,1.52,1.52,1.52,0.09,17.44,,,,14.27,,,,0.19,65.73,,18.88,0.45,0.44,0.48,85.33,4.33,62.06,-1.56,2.41,25.56,6.52,279.12,280.25,5.0,3.3
montana,1999,19496.9,897507,21723,680887.75,466936.0,68.56666666666666,442173.3333333333,64.94166666666668,24762.666666666668,5.308333333333334,BEANS,28500.0,8664000.0,1700.0,44.0,151.0,8112.0,56.3,31.8,1.52,1.52,1.52,0.09,17.44,,,,14.27,,,,0.19,65.73,,18.88,0.45,0.44,0.48,85.33,4.33,62.06,-1.56,2.41,25.56,6.52,279.12,280.25,5.0,3.3
montana,1995,16400.0,876553,18710,655756.8333333334,442644.1666666667,67.5,417372.0833333333,63.64166666666667,25272.083333333332,5.708333333333333,WHEAT,5435000.0,195750000.0,36.0,41.7,129.0,8784.0,53.6,29.9,3.16,3.16,3.16,1.35,22.02,,,,13.95,,,,0.18,68.2,,18.54,0.48,0.45,0.52,85.28,4.58,67.88,-1.32,1.9,25.55,5.24,287.88,289.88,4.58,3.0
montana,1995,16400.0,876553,18710,655756.8333333334,442644.1666666667,67.5,417372.0833333333,63.64166666666667,25272.083333333332,5.708333333333333,POTATOES,9800.0,27489000.0,300.0,41.7,129.0,8784.0,53.6,29.9,3.16,3.16,3.16,1.35,22.02,,,,13.95,,,,0.18,68.2,,18.54,0.48,0.45,0.52,85.28,4.58,67.88,-1.32,1.9,25.55,5.24,287.88,289.88,4.58,3.0
montana,1995,16400.0,876553,18710,655756.8333333334,442644.1666666667,67.5,417372.0833333333,63.64166666666667,25272.083333333332,5.708333333333333,CORN,16000.0,5760000.0,120.0,41.7,129.0,8784.0,53.6,29.9,3.16,3.16,3.16,1.35,22.02,,,,13.95,,,,0.18,68.2,,18.54,0.48,0.45,0.52,85.28,4.58,67.88,-1.32,1.9,25.55,5.24,287.88,289.88,4.58,3.0
montana,1995,16400.0,876553,18710,655756.8333333334,442644.1666666667,67.5,417372.0833333333,63.64166666666667,25272.083333333332,5.708333333333333,BEANS,10800.0,3301000.0,1900.0,41.7,129.0,8784.0,53.6,29.9,3.16,3.16,3.16,1.35,22.02,,,,13.95,,,,0.18,68.2,,18.54,0.48,0.45,0.52,85.28,4.58,67.88,-1.32,1.9,25.55,5.24,287.88,289.88,4.58,3.0
montana,1985,9735.9,822320,11840,603250.0,404294.75,67.01666666666667,373325.5833333333,61.875,30969.166666666668,7.666666666666667,WHEAT,3960000.0,50240000.0,12.7,39.1,174.0,9814.0,51.1,27.2,0.64,-3.06,-2.27,-0.62,17.15,,,,14.2,,,,0.24,68.31,,18.61,0.45,0.43,0.48,85.34,3.97,66.44,-3.56,0.05,25.55,3.8,287.19,288.56,5.02,3.32
montana,1985,9735.9,822320,11840,603250.0,404294.75,67.01666666666667,373325.5833333333,61.875,30969.166666666668,7.666666666666667,POTATOES,7000.0,16538000.0,270.0,39.1,174.0,9814.0,51.1,27.2,0.64,-3.06,-2.27,-0.62,17.15,,,,14.2,,,,0.24,68.31,,18.61,0.45,0.43,0.48,85.34,3.97,66.44,-3.56,0.05,25.55,3.8,287.19,288.56,5.02,3.32
montana,1985,9735.9,822320,11840,603250.0,404294.75,67.01666666666667,373325.5833333333,61.875,30969.166666666668,7.666666666666667,CORN,11000.0,2926000.0,95.0,39.1,174.0,9814.0,51.1,27.2,0.64,-3.06,-2.27,-0.62,17.15,,,,14.2,,,,0.24,68.31,,18.61,0.45,0.43,0.48,85.34,3.97,66.44,-3.56,0.05,25.55,3.8,287.19,288.56,5.02,3.32
montana,1985,9735.9,822320,11840,603250.0,404294.75,67.01666666666667,373325.5833333333,61.875,30969.166666666668,7.666666666666667,BEANS,3000.0,969000.0,1900.0,39.1,174.0,9814.0,51.1,27.2,0.64,-3.06,-2.27,-0.62,17.15,,,,14.2,,,,0.24,68.31,,18.61,0.45,0.43,0.48,85.34,3.97,66.44,-3.56,0.05,25.55,3.8,287.19,288.56,5.02,3.32
montana,2017,48003.3,1057982,45373,836658.1666666666,528428.5833333334,63.15833333333333,506828.4166666667,60.574999999999996,21600.166666666668,4.091666666666666,WHEAT,4665000.0,127430000.0,27.3,43.2,279.0,8448.0,55.4,31.0,-3.58,-3.58,-3.58,-0.5,17.43,75.81,5.68,17.66,14.92,9.99,0.19,,0.23,60.47,94.78,18.79,0.48,0.45,0.5,85.32,4.46,64.31,-1.68,2.17,25.55,6.18,279.88,281.38,4.78,3.15
montana,2017,48003.3,1057982,45373,836658.1666666666,528428.5833333334,63.15833333333333,506828.4166666667,60.574999999999996,21600.166666666668,4.091666666666666,POTATOES,11100.0,48307000.0,340.0,43.2,279.0,8448.0,55.4,31.0,-3.58,-3.58,-3.58,-0.5,17.43,75.81,5.68,17.66,14.92,9.99,0.19,,0.23,60.47,94.78,18.79,0.48,0.45,0.5,85.32,4.46,64.31,-1.68,2.17,25.55,6.18,279.88,281.38,4.78,3.15
montana,2017,48003.3,1057982,45373,836658.1666666666,528428.5833333334,63.15833333333333,506828.4166666667,60.574999999999996,21600.166666666668,4.091666666666666,CORN,65000.0,15516000.0,70.0,43.2,279.0,8448.0,55.4,31.0,-3.58,-3.58,-3.58,-0.5,17.43,75.81,5.68,17.66,14.92,9.99,0.19,,0.23,60.47,94.78,18.79,0.48,0.45,0.5,85.32,4.46,64.31,-1.68,2.17,25.55,6.18,279.88,281.38,4.78,3.15
montana,2017,48003.3,1057982,45373,836658.1666666666,528428.5833333334,63.15833333333333,506828.4166666667,60.574999999999996,21600.166666666668,4.091666666666666,BEANS,265000.0,89333000.0,1000.0,43.2,279.0,8448.0,55.4,31.0,-3.58,-3.58,-3.58,-0.5,17.43,75.81,5.68,17.66,14.92,9.99,0.19,,0.23,60.47,94.78,18.79,0.48,0.45,0.5,85.32,4.46,64.31,-1.68,2.17,25.55,6.18,279.88,281.38,4.78,3.15
montana,2006,30362.7,952692,31870,739612.0833333334,495219.4166666667,66.95,478729.5,64.73333333333333,16489.916666666668,3.341666666666667,WHEAT,5215000.0,153075000.0,29.4,44.4,279.0,8106.0,56.7,32.0,-2.51,-2.51,-2.51,-0.21,18.24,74.94,5.5,17.58,14.74,9.86,0.19,,0.2,61.0,94.73,18.76,0.48,0.45,0.51,85.31,4.52,63.94,-1.17,2.67,25.55,6.66,276.5,278.31,4.86,3.2
montana,2006,30362.7,952692,31870,739612.0833333334,495219.4166666667,66.95,478729.5,64.73333333333333,16489.916666666668,3.341666666666667,POTATOES,10500.0,31658000.0,335.0,44.4,279.0,8106.0,56.7,32.0,-2.51,-2.51,-2.51,-0.21,18.24,74.94,5.5,17.58,14.74,9.86,0.19,,0.2,61.0,94.73,18.76,0.48,0.45,0.51,85.31,4.52,63.94,-1.17,2.67,25.55,6.66,276.5,278.31,4.86,3.2
montana,2006,30362.7,952692,31870,739612.0833333334,495219.4166666667,66.95,478729.5,64.73333333333333,16489.916666666668,3.341666666666667,CORN,18000.0,10328000.0,146.0,44.4,279.0,8106.0,56.7,32.0,-2.51,-2.51,-2.51,-0.21,18.24,74.94,5.5,17.58,14.74,9.86,0.19,,0.2,61.0,94.73,18.76,0.48,0.45,0.51,85.31,4.52,63.94,-1.17,2.67,25.55,6.66,276.5,278.31,4.86,3.2
montana,2006,30362.7,952692,31870,739612.0833333334,495219.4166666667,66.95,478729.5,64.73333333333333,16489.916666666668,3.341666666666667,BEANS,18600.0,6253000.0,1640.0,44.4,279.0,8106.0,56.7,32.0,-2.51,-2.51,-2.51,-0.21,18.24,74.94,5.5,17.58,14.74,9.86,0.19,,0.2,61.0,94.73,18.76,0.48,0.45,0.51,85.31,4.52,63.94,-1.17,2.67,25.55,6.66,276.5,278.31,4.86,3.2
montana,1984,9594.0,820904,11687,601416.6666666666,403067.5,67.04166666666667,372786.5833333333,61.98333333333333,30280.916666666668,7.508333333333333,WHEAT,4640000.0,104655000.0,22.6,41.7,195.0,9027.0,53.5,29.8,-1.25,-1.25,-1.25,-0.26,16.51,,,,13.76,,,,0.21,71.63,,18.34,0.45,0.43,0.48,85.24,4.15,63.88,-2.45,1.4,25.51,5.48,281.62,283.19,4.87,3.22
montana,1984,9594.0,820904,11687,601416.6666666666,403067.5,67.04166666666667,372786.5833333333,61.98333333333333,30280.916666666668,7.508333333333333,POTATOES,7400.0,18278000.0,260.0,41.7,195.0,9027.0,53.5,29.8,-1.25,-1.25,-1.25,-0.26,16.51,,,,13.76,,,,0.21,71.63,,18.34,0.45,0.43,0.48,85.24,4.15,63.88,-2.45,1.4,25.51,5.48,281.62,283.19,4.87,3.22
montana,1984,9594.0,820904,11687,601416.6666666666,403067.5,67.04166666666667,372786.5833333333,61.98333333333333,30280.916666666668,7.508333333333333,CORN,15000.0,4278000.0,92.0,41.7,195.0,9027.0,53.5,29.8,-1.25,-1.25,-1.25,-0.26,16.51,,,,13.76,,,,0.21,71.63,,18.34,0.45,0.43,0.48,85.24,4.15,63.88,-2.45,1.4,25.51,5.48,281.62,283.19,4.87,3.22
montana,1984,9594.0,820904,11687,601416.6666666666,403067.5,67.04166666666667,372786.5833333333,61.98333333333333,30280.916666666668,7.508333333333333,BEANS,8000.0,2280000.0,1900.0,41.7,195.0,9027.0,53.5,29.8,-1.25,-1.25,-1.25,-0.26,16.51,,,,13.76,,,,0.21,71.63,,18.34,0.45,0.43,0.48,85.24,4.15,63.88,-2.45,1.4,25.51,5.48,281.62,283.19,4.87,3.22
montana,2022,68477.0,1122878,60984,900480.75,567849.25,63.06666666666666,552841.5,61.4,15007.75,2.6333333333333333,WHEAT,4915000.0,139300000.0,28.3,42.1,313.0,8821.0,54.3,29.8,-3.39,-3.39,-3.15,-0.82,18.28,73.6,5.73,16.35,14.37,9.77,0.19,,0.23,65.68,95.47,18.88,0.46,0.45,0.5,85.36,4.64,65.5,-1.63,1.98,25.57,5.7,288.19,289.88,5.03,3.34
montana,2022,68477.0,1122878,60984,900480.75,567849.25,63.06666666666666,552841.5,61.4,15007.75,2.6333333333333333,CORN,69000.0,55332000.0,112.0,42.1,313.0,8821.0,54.3,29.8,-3.39,-3.39,-3.15,-0.82,18.28,73.6,5.73,16.35,14.37,9.77,0.19,,0.23,65.68,95.47,18.88,0.46,0.45,0.5,85.36,4.64,65.5,-1.63,1.98,25.57,5.7,288.19,289.88,5.03,3.34
montana,2020,58208.8,1087211,53540,866546.5,545141.5833333334,62.916666666666664,513353.75,59.225,31787.833333333332,5.841666666666666,WHEAT,5490000.0,228680000.0,41.7,43.3,202.0,8300.0,55.6,31.0,-0.67,1.98,1.1,0.35,16.89,74.66,5.79,17.04,14.66,9.83,0.18,,0.23,64.04,94.47,18.73,0.52,0.49,0.55,85.33,4.76,67.44,-0.7,2.59,25.51,5.86,280.12,281.25,4.98,3.28
montana,2020,58208.8,1087211,53540,866546.5,545141.5833333334,62.916666666666664,513353.75,59.225,31787.833333333332,5.841666666666666,CORN,61000.0,29256000.0,109.0,43.3,202.0,8300.0,55.6,31.0,-0.67,1.98,1.1,0.35,16.89,74.66,5.79,17.04,14.66,9.83,0.18,,0.23,64.04,94.47,18.73,0.52,0.49,0.55,85.33,4.76,67.44,-0.7,2.59,25.51,5.86,280.12,281.25,4.98,3.28
montana,2019,53393.0,1075462,49647,854620.9166666666,543885.5833333334,63.65833333333333,524815.75,61.40833333333333,19069.833333333332,3.5,WHEAT,5135000.0,217725000.0,42.4,39.9,147.0,9290.0,51.4,28.4,1.71,1.71,1.71,1.17,21.41,71.8,5.63,15.95,13.95,9.63,0.18,,0.27,64.08,95.46,18.85,0.52,0.5,0.57,85.31,4.82,73.25,-1.25,1.38,25.55,4.04,285.19,287.0,4.57,2.99
montana,2019,53393.0,1075462,49647,854620.9166666666,543885.5833333334,63.65833333333333,524815.75,61.40833333333333,19069.833333333332,3.5,CORN,60000.0,21090000.0,95.0,39.9,147.0,9290.0,51.4,28.4,1.71,1.71,1.71,1.17,21.41,71.8,5.63,15.95,13.95,9.63,0.18,,0.27,64.08,95.46,18.85,0.52,0.5,0.57,85.31,4.82,73.25,-1.25,1.38,25.55,4.04,285.19,287.0,4.57,2.99
montana,2018,50352.0,1066542,47211,845569.1666666666,535058.75,63.275,515091.8333333333,60.925000000000004,19966.916666666668,3.75,WHEAT,5165000.0,197630000.0,38.3,41.3,171.0,8739.0,53.1,29.5,-0.44,1.21,0.45,0.41,19.98,72.34,5.62,16.12,14.06,9.64,0.18,,0.28,62.59,94.51,18.67,0.51,0.48,0.55,85.38,4.88,71.81,-0.69,2.15,25.55,4.96,277.88,279.5,4.46,2.92
montana,2018,50352.0,1066542,47211,845569.1666666666,535058.75,63.275,515091.8333333333,60.925000000000004,19966.916666666668,3.75,POTATOES,11100.0,50117000.0,350.0,41.3,171.0,8739.0,53.1,29.5,-0.44,1.21,0.45,0.41,19.98,72.34,5.62,16.12,14.06,9.64,0.18,,0.28,62.59,94.51,18.67,0.51,0.48,0.55,85.38,4.88,71.81,-0.69,2.15,25.55,4.96,277.88,279.5,4.46,2.92
montana,2018,50352.0,1066542,47211,845569.1666666666,535058.75,63.275,515091.8333333333,60.925000000000004,19966.916666666668,3.75,CORN,68000.0,21906000.0,85.0,41.3,171.0,8739.0,53.1,29.5,-0.44,1.21,0.45,0.41,19.98,72.34,5.62,16.12,14.06,9.64,0.18,,0.28,62.59,94.51,18.67,0.51,0.48,0.55,85.38,4.88,71.81,-0.69,2.15,25.55,4.96,277.88,279.5,4.46,2.92
montana,2018,50352.0,1066542,47211,845569.1666666666,535058.75,63.275,515091.8333333333,60.925000000000004,19966.916666666668,3.75,BEANS,386000.0,0.0,1350.0,41.3,171.0,8739.0,53.1,29.5,-0.44,1.21,0.45,0.41,19.98,72.34,5.62,16.12,14.06,9.64,0.18,,0.28,62.59,94.51,18.67,0.51,0.48,0.55,85.38,4.88,71.81,-0.69,2.15,25.55,4.96,277.88,279.5,4.46,2.92
montana,2016,45283.3,1045648,43306,824041.8333333334,521800.6666666667,63.324999999999996,499299.4166666667,60.6,22501.25,4.325,WHEAT,4975000.0,210875000.0,42.4,44.6,180.0,7890.0,56.6,32.6,-2.41,-2.41,-2.41,-0.19,21.17,74.23,5.3,17.87,14.51,9.81,0.19,,0.2,59.75,95.69,18.83,0.48,0.47,0.53,85.34,4.82,67.06,-0.33,3.07,25.51,6.53,283.5,285.06,4.88,3.21
montana,2016,45283.3,1045648,43306,824041.8333333334,521800.6666666667,63.324999999999996,499299.4166666667,60.6,22501.25,4.325,POTATOES,11000.0,46800000.0,335.0,44.6,180.0,7890.0,56.6,32.6,-2.41,-2.41,-2.41,-0.19,21.17,74.23,5.3,17.87,14.51,9.81,0.19,,0.2,59.75,95.69,18.83,0.48,0.47,0.53,85.34,4.82,67.06,-0.33,3.07,25.51,6.53,283.5,285.06,4.88,3.21
