State,Year,January-December Average Temperature (Units Degrees Fahrenheit),January-December Cooling Degree Days (Units Fahrenheit Degree-Days),January-December Heating Degree Days (Units Fahrenheit Degree-Days),January-December Maximum Temperature (Units Degrees Fahrenheit),January-December Minimum Temperature (Units Degrees Fahrenheit),August Palmer Drought Severity Index (PDSI),August Palmer Hydrological Drought Index (PHDI),August Palmer Modified Drought Index (PMDI),January-December Palmer Z-Index,January-December Precipitation (Units Inches)
Illinois,1975,52.0,845.0,6252.0,61.8,42.2,2.39,2.39,2.39,0.56,40.74
Illinois,1976,50.4,703.0,6825.0,61.8,39.0,-1.34,-1.34,-1.34,-0.83,28.54
Illinois,1977,51.5,925.0,6560.0,61.7,41.2,1.45,-1.21,0.64,0.35,41.8
Illinois,1978,49.6,858.0,7132.0,59.7,39.4,-0.02,1.23,0.65,-0.14,35.72
Illinois,1979,49.4,739.0,7093.0,59.7,39.1,1.99,1.99,1.99,0.24,38.63
Illinois,1980,51.3,954.0,6711.0,61.6,41.1,0.55,-0.86,0.06,-0.28,33.65
Illinois,1981,51.8,733.0,6295.0,62.0,41.6,3.71,3.71,3.71,0.92,41.69
Illinois,1982,50.7,723.0,6654.0,60.7,40.7,3.04,3.04,3.04,1.37,46.58
Illinois,1983,52.0,1081.0,6447.0,61.7,42.2,1.29,1.29,-0.83,0.23,41.29
Illinois,1984,51.8,839.0,6340.0,61.7,41.9,-1.74,-1.74,-1.74,0.48,41.31
Illinois,1985,50.6,743.0,6654.0,60.8,40.5,1.99,1.99,1.57,1.04,45.63
Illinois,1986,52.8,859.0,6050.0,62.8,42.8,0.94,0.94,-0.35,0.26,37.45
Illinois,1987,54.1,1059.0,5665.0,64.6,43.6,-1.38,-1.38,-0.4,-0.66,34.68
Illinois,1988,52.1,1160.0,6493.0,63.7,40.5,-4.13,-4.13,-4.13,-1.34,29.33
Illinois,1989,50.4,737.0,6766.0,60.9,40.0,-1.51,-1.51,-1.02,-0.3,32.39
Illinois,1990,53.6,762.0,5617.0,63.8,43.3,2.92,2.92,2.92,1.51,49.94
Illinois,1991,53.7,1101.0,5920.0,63.8,43.7,-2.59,-2.59,-2.59,-0.46,36.12
Illinois,1992,51.9,512.0,6110.0,61.7,42.1,0.99,-1.22,0.21,0.1,35.81
Illinois,1993,50.9,804.0,6587.0,60.0,41.7,4.69,4.69,4.69,2.05,51.17
Illinois,1994,52.0,746.0,6195.0,62.4,41.6,-0.74,1.85,0.55,-0.29,35.49
Illinois,1995,51.6,1040.0,6588.0,61.8,41.4,-0.47,1.19,0.33,0.01,38.91
Illinois,1996,50.1,694.0,6893.0,60.2,40.0,1.48,1.48,0.78,0.35,38.82
Illinois,1997,51.0,698.0,6531.0,60.7,41.2,-0.04,-0.04,0.61,-0.06,35.1
Illinois,1998,55.2,1028.0,5167.0,64.6,45.8,2.09,2.09,1.96,0.62,44.48
Illinois,1999,53.5,936.0,5824.0,64.3,42.8,-0.51,0.77,-0.18,-0.43,35.71
Illinois,2000,52.2,806.0,6130.0,62.4,42.0,1.75,1.75,1.75,0.3,39.77
Illinois,2001,53.4,876.0,5740.0,63.7,43.1,0.37,0.37,0.37,0.45,39.65
Illinois,2002,53.2,1020.0,6002.0,63.4,43.1,-0.42,1.91,1.16,-0.02,39.06
Illinois,2003,51.7,752.0,6287.0,62.1,41.3,0.81,-0.87,0.47,0.17,37.77
Illinois,2004,52.6,679.0,5918.0,62.6,42.6,1.66,1.66,1.66,0.44,39.97
Illinois,2005,53.7,1108.0,5931.0,64.0,43.4,-2.9,-2.9,-2.9,-1.18,31.43
Illinois,2006,54.0,870.0,5535.0,64.1,43.9,0.26,-1.97,-1.47,0.27,40.63
Illinois,2007,53.7,1052.0,5940.0,64.1,43.2,-1.0,-1.0,-0.79,-0.54,36.68
Illinois,2008,50.9,792.0,6652.0,61.1,40.8,2.95,2.95,2.5,1.87,50.17
Illinois,2009,51.4,623.0,6396.0,61.1,41.8,4.95,4.95,4.95,1.88,50.96
Illinois,2010,52.9,1113.0,6105.0,63.1,42.7,4.0,4.0,3.92,0.23,40.68
Illinois,2011,53.2,982.0,6043.0,62.9,43.4,-0.8,2.38,1.32,0.79,46.1
Illinois,2012,55.8,1156.0,5148.0,66.9,44.7,-4.28,-4.28,-4.28,-1.44,30.11
Illinois,2013,51.1,805.0,6612.0,61.1,41.1,-0.74,1.76,0.74,0.55,42.49
Illinois,2014,49.5,725.0,7164.0,59.5,39.5,1.96,1.96,1.96,0.97,41.29
Illinois,2015,52.9,842.0,6004.0,62.9,42.9,3.56,3.56,3.56,1.25,48.8
Illinois,2016,54.7,1089.0,5544.0,64.5,45.0,3.71,3.71,3.71,0.36,39.74
Illinois,2017,54.4,840.0,5543.0,64.8,44.0,-0.27,1.57,1.08,-0.13,37.8
Illinois,2018,52.5,1096.0,6427.0,62.3,42.6,1.76,1.76,1.76,1.17,45.79
Illinois,2019,52.1,936.0,6430.0,61.8,42.4,4.15,4.15,4.14,1.6,49.86
Illinois,2020,53.3,951.0,5774.0,63.2,43.5,3.09,3.09,2.41,0.53,41.93
Illinois,2021,53.8,1063.0,5684.0,63.6,44.0,2.01,2.01,2.01,0.53,41.01
Illinois,2022,52.1,929.0,6325.0,62.5,41.6,0.82,1.54,1.47,-0.01,37.25
Illinois,2023,54.8,886.0,5315.0,65.3,44.3,-1.22,-1.22,-0.6,-0.63,34.49
Indiana,1974,51.3,705.0,5812.0,61.2,41.4,1.69,1.69,1.18,0.47,42.1
Indiana,1975,52.0,891.0,5721.0,61.8,42.1,2.24,2.24,2.24,0.73,44.7
Indiana,1976,50.0,669.0,6260.0,61.3,38.7,0.15,0.15,-0.27,-0.41,32.61
Indiana,1977,51.0,1010.0,6199.0,61.4,40.7,1.53,1.53,1.53,0.37,42.36
Indiana,1978,49.1,860.0,6765.0,59.4,38.7,2.09,2.09,2.09,0.19,39.29
Indiana,1979,49.2,714.0,6549.0,59.4,39.0,4.1,4.1,4.1,1.28,46.9
Indiana,1980,50.5,1010.0,6369.0,60.8,40.3,2.33,2.33,2.33,-0.05,36.0
Indiana,1981,50.8,789.0,6087.0,61.0,40.6,2.41,2.41,2.41,0.52,41.21
Indiana,1982,50.7,761.0,6067.0,61.0,40.4,1.81,1.81,1.77,0.69,44.88
Indiana,1983,51.8,1089.0,5981.0,61.9,41.7,-1.97,-1.97,-1.97,-0.16,40.71
Indiana,1984,51.3,835.0,5960.0,61.2,41.3,-1.54,-1.54,-1.54,0.06,40.59
Indiana,1985,51.0,788.0,5964.0,61.1,40.9,1.02,1.02,1.02,0.64,45.45
Indiana,1986,52.4,919.0,5627.0,62.2,42.5,0.71,0.71,0.71,0.29,39.66
Indiana,1987,53.2,1056.0,5443.0,63.7,42.8,-1.08,-1.08,-0.12,-0.69,34.87
Indiana,1988,51.3,1073.0,6154.0,62.7,39.9,-3.81,-3.81,-3.81,-0.97,34.25
Indiana,1989,50.2,758.0,6262.0,60.3,40.1,2.21,2.21,2.21,0.92,43.42
Indiana,1990,53.3,735.0,5116.0,63.5,43.1,3.88,3.88,3.88,1.82,53.54
Indiana,1991,53.7,1117.0,5334.0,63.7,43.7,-2.68,-2.68,-2.68,-0.87,36.31
Indiana,1992,51.3,551.0,5677.0,60.9,41.6,2.04,2.04,2.04,0.68,40.34
Indiana,1993,50.8,859.0,6131.0,60.1,41.4,2.97,2.97,2.97,1.45,48.59
Indiana,1994,51.5,760.0,5786.0,62.0,41.0,-0.58,1.53,0.27,-0.51,35.56
Indiana,1995,51.5,1024.0,6040.0,61.8,41.1,-0.4,0.67,-0.22,-0.38,38.26
Indiana,1996,50.1,753.0,6312.0,60.0,40.1,2.12,2.12,1.28,1.22,47.67
Indiana,1997,50.5,680.0,6084.0,60.3,40.7,2.98,2.98,2.98,0.26,39.8
Indiana,1998,54.9,1021.0,4782.0,64.8,45.1,2.6,2.6,2.6,0.42,44.88
Indiana,1999,53.2,990.0,5412.0,64.3,42.1,-1.75,-1.75,-1.75,-1.07,35.04
Indiana,2000,51.6,793.0,5810.0,61.9,41.2,1.57,-0.78,1.33,0.6,43.4
Indiana,2001,53.2,857.0,5259.0,63.4,42.9,1.21,1.21,1.21,0.75,43.96
Indiana,2002,53.1,1085.0,5529.0,63.2,43.0,-1.54,1.55,-0.45,-0.12,42.19
Indiana,2003,51.1,737.0,5913.0,61.2,41.0,2.54,2.54,2.54,1.17,46.4
Indiana,2004,52.2,761.0,5524.0,62.2,42.3,3.34,3.34,3.34,0.6,43.4
Indiana,2005,52.9,1062.0,5617.0,63.0,42.7,-0.78,1.3,-0.15,-0.08,40.89
Indiana,2006,53.4,838.0,5147.0,63.3,43.5,1.9,1.9,1.9,1.51,51.02
Indiana,2007,53.3,1106.0,5459.0,63.8,42.8,-1.49,0.81,-1.25,-0.35,41.79
Indiana,2008,51.0,824.0,6038.0,61.4,40.7,2.85,2.85,2.28,1.19,49.69
Indiana,2009,51.3,687.0,5822.0,61.1,41.4,2.84,2.84,2.84,1.07,46.06
Indiana,2010,52.6,1171.0,5779.0,63.1,42.1,-0.78,1.24,0.07,-0.72,37.39
Indiana,2011,53.1,1027.0,5494.0,62.8,43.3,1.78,1.78,0.37,1.54,55.19
Indiana,2012,55.1,1141.0,4832.0,66.2,44.1,-0.04,-4.03,-4.02,-1.21,33.82
Indiana,2013,51.2,832.0,5961.0,61.1,41.3,-0.7,0.74,-0.43,0.67,45.14
Indiana,2014,49.4,746.0,6563.0,59.5,39.3,2.18,2.18,2.18,0.94,43.57
Indiana,2015,52.3,876.0,5605.0,62.5,42.1,3.69,3.69,3.52,0.86,47.51
Indiana,2016,54.2,1107.0,5133.0,64.3,44.2,3.15,3.15,3.15,0.54,43.38
Indiana,2017,54.0,838.0,4986.0,64.2,43.8,2.53,2.53,2.19,0.61,45.61
Indiana,2018,52.6,1173.0,5801.0,62.3,43.0,2.79,2.79,2.79,1.36,50.03
Indiana,2019,52.4,1006.0,5725.0,62.4,42.4,4.27,4.27,4.15,1.08,49.52
Indiana,2020,53.3,919.0,5279.0,63.3,43.3,-0.07,2.11,1.81,0.27,42.4
Indiana,2021,53.5,1028.0,5273.0,63.5,43.5,1.35,1.35,1.35,0.81,45.45
Indiana,2022,52.2,986.0,5746.0,62.8,41.6,0.65,1.67,1.35,-0.34,38.18
Indiana,2023,54.4,845.0,4803.0,65.0,43.8,-0.62,-0.62,0.49,-0.57,37.05
Iowa,1974,47.6,679.0,6981.0,58.2,37.1,2.92,2.92,2.56,0.21,31.98
Iowa,1975,47.4,843.0,7148.0,57.8,37.0,-0.75,0.8,-0.47,-0.23,30.06
Iowa,1976,47.4,737.0,7198.0,59.4,35.3,-2.1,-2.1,-2.1,-1.23,23.59
Iowa,1977,48.4,947.0,6976.0,59.3,37.5,1.6,-3.5,-1.68,-0.28,36.59
Iowa,1978,45.3,811.0,7890.0,55.9,34.7,2.22,2.22,2.15,0.66,34.14
Iowa,1979,45.1,723.0,7844.0,55.7,34.6,3.26,3.26,3.26,0.84,34.34
Iowa,1980,48.0,945.0,7085.0,58.9,37.1,1.36,1.36,1.36,-0.18,29.09
Iowa,1981,49.0,721.0,6542.0,60.0,37.9,1.58,1.58,1.58,0.36,31.99
Iowa,1982,46.1,682.0,7496.0,56.1,36.1,3.5,3.5,3.5,1.75,41.44
Iowa,1983,47.7,1060.0,7268.0,57.2,38.1,2.31,2.31,0.56,0.64,36.51
Iowa,1984,47.8,764.0,6984.0,58.1,37.5,2.49,2.49,1.16,0.87,36.91
Iowa,1985,45.9,676.0,7550.0,56.5,35.3,0.02,-1.55,-1.45,0.06,31.15
Iowa,1986,48.6,816.0,6747.0,58.5,38.7,2.36,2.36,2.36,1.17,39.9
Iowa,1987,51.2,984.0,5980.0,61.9,40.5,1.79,1.79,1.79,0.08,32.84
Iowa,1988,48.7,1157.0,7015.0,60.8,36.6,-4.27,-4.27,-4.27,-1.9,21.48
Iowa,1989,46.6,737.0,7373.0,57.9,35.3,-4.97,-4.97,-4.97,-1.43,24.69
Iowa,1990,49.5,777.0,6376.0,60.2,38.8,3.64,3.64,3.64,0.82,38.9
Iowa,1991,48.6,933.0,6829.0,58.8,38.4,1.2,1.2,-0.39,0.61,37.74
Iowa,1992,47.8,476.0,6686.0,57.7,38.0,1.78,1.78,1.6,1.12,36.21
Iowa,1993,45.7,639.0,7546.0,54.8,36.5,9.15,9.15,9.15,2.43,47.87
Iowa,1994,47.5,690.0,6999.0,58.1,36.8,2.53,2.53,1.38,-0.04,29.54
Iowa,1995,47.3,888.0,7271.0,57.1,37.4,-0.77,1.61,0.45,0.1,32.25
Iowa,1996,45.2,617.0,7747.0,55.3,35.1,1.49,1.49,1.49,0.61,33.64
Iowa,1997,47.1,722.0,7172.0,57.1,37.1,-0.71,0.58,-0.67,-0.05,29.21
Iowa,1998,50.9,936.0,5983.0,60.3,41.5,2.59,2.59,2.59,0.98,39.57
Iowa,1999,49.7,818.0,6370.0,60.3,39.0,-0.06,2.72,2.59,0.1,32.28
Iowa,2000,48.6,808.0,6716.0,59.3,38.0,-0.4,-1.49,-0.45,-0.5,29.73
Iowa,2001,49.1,819.0,6531.0,59.3,38.9,-0.78,0.86,-0.39,0.3,34.59
Iowa,2002,49.2,912.0,6600.0,59.9,38.4,0.81,0.81,0.81,-0.19,29.48
Iowa,2003,47.9,751.0,6920.0,58.9,36.9,-1.13,-1.13,-1.13,-0.39,28.69
Iowa,2004,48.5,606.0,6545.0,58.9,38.1,1.93,1.93,1.93,0.65,35.41
Iowa,2005,49.6,956.0,6532.0,60.1,39.1,-0.51,-0.51,-0.51,-0.36,29.84
Iowa,2006,50.4,849.0,6093.0,60.8,40.0,0.5,-1.64,-0.92,-0.16,32.4
Iowa,2007,48.9,981.0,6744.0,59.0,38.7,3.3,3.3,3.3,1.4,42.4
Iowa,2008,45.9,710.0,7591.0,56.1,35.7,5.32,5.32,4.76,1.76,42.91
Iowa,2009,46.7,558.0,7171.0,56.9,36.5,4.7,4.7,4.7,1.45,39.15
Iowa,2010,48.2,950.0,6960.0,58.4,38.0,6.52,6.52,6.52,1.53,44.05
Iowa,2011,48.4,894.0,6821.0,58.6,38.2,-0.57,2.95,2.16,-0.03,31.83
Iowa,2012,52.1,1070.0,5728.0,63.6,40.5,-3.95,-3.95,-3.95,-1.52,25.6
Iowa,2013,46.7,800.0,7407.0,56.9,36.4,-1.65,1.19,-0.91,0.0,34.44
Iowa,2014,45.5,656.0,7744.0,55.7,35.2,3.01,3.01,3.01,1.03,38.69
Iowa,2015,49.3,764.0,6445.0,59.5,39.1,3.78,3.78,3.78,1.62,42.51
Iowa,2016,50.7,942.0,6089.0,60.6,40.8,4.17,4.17,4.17,0.8,38.1
Iowa,2017,50.0,807.0,6228.0,60.4,39.7,1.89,1.89,0.75,0.08,32.35
Iowa,2018,47.5,1005.0,7259.0,57.2,37.8,2.48,2.48,2.48,1.81,45.08
Iowa,2019,46.8,830.0,7348.0,56.5,37.1,4.13,4.13,3.42,1.5,41.63
Iowa,2020,49.2,879.0,6583.0,59.5,38.8,-1.46,0.94,-1.02,-0.32,29.28
Iowa,2021,50.0,977.0,6352.0,60.4,39.6,-1.08,-1.08,-0.53,-0.29,30.84
Iowa,2022,47.5,902.0,7209.0,58.7,36.3,-1.07,-1.07,-1.07,-0.67,27.32
Iowa,2023,50.5,903.0,6073.0,61.3,39.7,-2.37,-2.37,-2.37,-0.93,26.82
Kansas,1974,54.4,1304.0,5000.0,67.0,41.7,2.42,2.42,1.44,0.06,24.44
Kansas,1975,53.7,1358.0,5203.0,66.2,41.2,-0.22,1.99,1.56,0.28,26.17
Kansas,1976,54.2,1301.0,5097.0,67.9,40.5,-1.29,-1.29,-1.29,-0.65,21.0
Kansas,1977,55.5,1587.0,4943.0,68.0,42.9,1.53,1.53,1.53,0.07,32.51
Kansas,1978,52.7,1607.0,5849.0,65.2,40.2,-0.76,-0.76,-0.76,-0.4,23.82
Kansas,1979,52.3,1296.0,5826.0,64.9,39.7,2.04,2.04,2.04,0.77,29.58
Kansas,1980,55.1,1907.0,5219.0,68.0,42.2,-2.03,-2.03,-2.03,-0.56,21.58
Kansas,1981,55.7,1400.0,4662.0,68.2,43.2,0.73,-1.79,-0.57,-0.22,29.94
Kansas,1982,53.0,1295.0,5400.0,65.4,40.7,2.48,2.48,2.48,0.67,28.56
Kansas,1983,53.2,1592.0,5699.0,64.5,41.9,-1.67,0.82,-1.35,0.28,26.42
Kansas,1984,54.0,1415.0,5181.0,66.2,41.8,-1.21,-1.21,-1.21,0.56,28.92
Kansas,1985,52.5,1274.0,5648.0,64.4,40.6,2.91,2.91,2.91,1.4,32.91
Kansas,1986,56.2,1514.0,4580.0,68.6,43.8,2.91,2.91,2.91,0.99,31.4
Kansas,1987,55.5,1443.0,4660.0,67.5,43.4,4.72,4.72,4.72,1.1,32.22
Kansas,1988,54.7,1571.0,5094.0,68.0,41.4,-1.82,-1.82,-1.82,-0.87,19.84
Kansas,1989,53.1,1139.0,5272.0,66.3,40.0,1.14,-1.63,-0.07,-0.64,26.44
Kansas,1990,55.5,1474.0,4645.0,68.2,42.9,0.38,1.21,1.12,0.11,27.93
Kansas,1991,55.7,1609.0,4724.0,68.3,43.1,-3.49,-3.49,-3.49,-1.07,23.15
Kansas,1992,54.2,1002.0,4701.0,65.8,42.4,3.02,3.02,3.02,1.28,33.79
Kansas,1993,51.9,1232.0,5674.0,63.1,40.8,7.8,7.8,7.8,2.37,38.47
Kansas,1994,54.9,1373.0,4881.0,67.6,42.2,2.74,2.74,1.6,0.05,25.0
Kansas,1995,53.9,1282.0,5149.0,66.4,41.5,3.88,3.88,3.88,0.67,29.68
Kansas,1996,53.1,1256.0,5455.0,65.7,40.5,1.37,1.37,1.37,0.33,30.76
Kansas,1997,53.7,1264.0,5190.0,65.6,41.8,3.19,3.19,3.19,1.17,30.29
Kansas,1998,56.3,1689.0,4605.0,68.0,44.6,2.24,2.24,1.53,0.89,32.31
Kansas,1999,56.0,1347.0,4458.0,68.6,43.4,4.15,4.15,4.15,0.82,30.26
Kansas,2000,55.5,1680.0,4956.0,68.3,42.8,-1.36,-1.36,-1.36,-0.28,25.48
Kansas,2001,55.9,1581.0,4666.0,68.4,43.4,-0.23,1.39,0.98,0.2,27.75
Kansas,2002,55.2,1566.0,4957.0,68.0,42.3,-3.37,-3.37,-3.37,-0.98,22.44
Kansas,2003,55.0,1430.0,4946.0,67.6,42.3,-1.11,-1.11,-0.31,-0.28,25.11
Kansas,2004,55.1,1210.0,4671.0,67.2,43.0,1.63,1.63,1.63,0.36,30.91
Kansas,2005,55.9,1526.0,4689.0,68.2,43.5,3.26,3.26,3.26,0.72,29.6
Kansas,2006,56.9,1578.0,4263.0,70.2,43.5,-2.44,-2.44,-1.9,-0.83,24.73
Kansas,2007,55.1,1585.0,4889.0,66.9,43.3,2.69,2.69,2.63,0.86,33.26
Kansas,2008,53.6,1269.0,5313.0,65.9,41.2,3.21,3.21,3.21,1.36,33.34
Kansas,2009,53.6,1156.0,5135.0,65.9,41.3,4.16,4.16,4.16,1.33,31.8
Kansas,2010,55.3,1665.0,5041.0,67.4,43.2,3.84,3.84,3.84,0.45,27.84
Kansas,2011,55.2,1774.0,5060.0,68.3,42.1,-2.6,-2.6,-2.6,-0.66,24.17
Kansas,2012,58.2,1825.0,3973.0,72.1,44.4,-3.9,-3.9,-3.9,-1.52,19.29
Kansas,2013,53.7,1375.0,5385.0,66.3,41.2,-1.29,-1.29,0.16,0.04,29.03
Kansas,2014,53.7,1341.0,5334.0,66.4,41.0,0.69,-1.28,-0.12,-0.36,25.43
Kansas,2015,56.3,1514.0,4518.0,68.7,43.9,2.26,2.26,2.26,0.65,32.77
Kansas,2016,57.2,1635.0,4223.0,70.0,44.4,3.0,3.0,3.0,0.45,30.68
Kansas,2017,56.5,1406.0,4263.0,69.3,43.7,0.36,1.98,1.87,0.21,29.03
Kansas,2018,54.6,1698.0,5239.0,67.1,42.1,0.36,-2.18,-1.66,0.02,31.85
Kansas,2019,53.8,1464.0,5277.0,65.7,42.0,6.26,6.26,6.26,1.69,36.03
Kansas,2020,55.6,1395.0,4657.0,68.3,42.9,-0.27,2.78,2.39,0.17,25.85
Kansas,2021,56.1,1590.0,4532.0,68.8,43.5,-0.49,0.83,-0.21,-0.1,27.25
Kansas,2022,55.2,1671.0,5040.0,69.0,41.3,-3.35,-3.35,-3.35,-1.37,21.24
Kansas,2023,56.3,1596.0,4380.0,69.4,43.2,-3.04,-3.04,-3.04,-0.75,25.6
Kentucky,1974,55.5,858.0,4361.0,66.1,44.8,2.89,2.89,2.89,0.95,53.06
Kentucky,1975,55.8,1114.0,4490.0,66.4,45.2,2.32,2.32,1.17,1.13,56.95
Kentucky,1976,53.3,785.0,5084.0,65.1,41.5,1.48,1.48,0.85,0.12,42.49
Kentucky,1977,54.8,1275.0,5027.0,65.9,43.7,1.36,1.36,1.36,0.35,48.52
Kentucky,1978,53.4,1144.0,5411.0,64.2,42.5,1.83,1.83,1.4,0.62,52.97
Kentucky,1979,53.4,924.0,5142.0,64.0,42.9,4.73,4.73,4.73,1.98,62.58
Kentucky,1980,54.6,1320.0,5110.0,65.8,43.5,-1.43,1.06,-1.0,-0.94,37.26
Kentucky,1981,54.3,1048.0,4960.0,65.4,43.2,1.23,1.23,1.11,0.05,43.92
Kentucky,1982,55.3,995.0,4540.0,66.3,44.3,1.1,1.1,1.1,0.58,50.25
Kentucky,1983,55.1,1290.0,4906.0,65.9,44.2,-1.97,-1.97,-1.97,-0.02,47.83
Kentucky,1984,55.3,1066.0,4623.0,66.1,44.5,-1.08,0.66,-0.96,0.5,52.7
Kentucky,1985,55.0,1070.0,4697.0,65.5,44.6,1.19,1.19,1.19,0.02,44.42
Kentucky,1986,56.6,1281.0,4350.0,67.5,45.8,-2.79,-2.79,-2.79,-0.63,42.58
Kentucky,1987,56.5,1348.0,4453.0,68.0,45.0,-2.49,-2.49,-2.49,-1.17,38.44
Kentucky,1988,54.8,1221.0,4959.0,67.0,42.6,-3.53,-3.53,-3.53,-0.38,43.55
Kentucky,1989,54.3,991.0,4893.0,65.1,43.6,3.41,3.41,3.41,1.4,57.74
Kentucky,1990,57.3,1060.0,3894.0,68.6,46.1,1.29,1.29,0.32,0.73,55.41
Kentucky,1991,57.4,1362.0,4141.0,68.0,46.7,-1.89,-1.89,-1.89,-0.58,46.03
Kentucky,1992,55.1,846.0,4497.0,65.5,44.6,1.64,1.64,1.64,0.1,42.79
Kentucky,1993,55.0,1198.0,4850.0,65.6,44.4,-0.78,-0.78,-0.78,0.18,46.87
Kentucky,1994,55.4,1025.0,4548.0,66.7,44.1,-0.41,1.33,0.49,0.1,48.66
Kentucky,1995,55.4,1254.0,4759.0,66.5,44.2,-0.78,-0.78,-0.78,0.09,47.95
Kentucky,1996,54.4,1034.0,4901.0,65.1,43.7,1.79,1.79,1.39,1.35,56.75
Kentucky,1997,54.5,947.0,4798.0,65.2,43.8,-0.81,3.01,1.91,0.23,49.05
Kentucky,1998,58.2,1367.0,3857.0,68.8,47.6,-0.5,2.11,1.43,-0.1,49.32
Kentucky,1999,57.3,1306.0,4144.0,69.4,45.2,-3.47,-3.47,-3.47,-1.38,38.09
Kentucky,2000,55.7,1137.0,4579.0,66.8,44.5,-1.58,-1.58,-0.46,-0.18,45.29
Kentucky,2001,56.6,1141.0,4219.0,68.0,45.2,0.89,-1.21,0.11,0.03,45.43
Kentucky,2002,56.8,1386.0,4371.0,67.6,46.1,-1.51,-1.51,-1.51,0.56,53.51
Kentucky,2003,55.2,1013.0,4597.0,65.6,44.9,3.15,3.15,3.15,1.21,55.98
Kentucky,2004,56.4,1087.0,4238.0,67.0,45.8,2.98,2.98,2.98,1.02,55.94
Kentucky,2005,56.8,1356.0,4386.0,67.8,45.8,-0.57,-0.57,0.77,-1.02,39.8
Kentucky,2006,56.8,1139.0,4131.0,67.8,45.9,0.43,-1.35,-0.54,0.77,52.37
Kentucky,2007,57.7,1516.0,4148.0,69.4,46.1,-3.54,-3.54,-3.54,-1.01,41.86
Kentucky,2008,55.4,1161.0,4689.0,66.7,44.0,-1.04,-1.04,-1.04,-0.32,46.51
Kentucky,2009,55.4,1023.0,4552.0,65.8,45.0,2.25,2.25,2.22,1.15,54.35
Kentucky,2010,56.0,1554.0,4827.0,67.1,44.9,-0.89,0.69,-0.79,-0.73,43.54
Kentucky,2011,56.9,1303.0,4257.0,67.6,46.3,2.19,2.19,1.0,1.59,64.35
Kentucky,2012,58.4,1398.0,3790.0,70.0,46.8,-2.59,-2.59,-2.59,-0.63,43.21
Kentucky,2013,55.0,1079.0,4698.0,65.5,44.6,2.69,2.69,2.69,1.24,55.78
Kentucky,2014,54.3,1110.0,5017.0,65.3,43.4,2.05,2.05,1.95,0.32,47.11
Kentucky,2015,56.6,1247.0,4303.0,67.4,45.7,3.54,3.54,3.54,1.21,58.3
Kentucky,2016,57.9,1498.0,4075.0,69.0,46.8,3.31,3.31,3.31,0.01,49.19
Kentucky,2017,57.8,1161.0,3802.0,68.7,46.9,1.28,1.28,1.28,0.48,50.26
Kentucky,2018,57.0,1530.0,4466.0,67.1,46.9,2.69,2.69,2.69,1.68,63.74
Kentucky,2019,57.5,1439.0,4190.0,68.5,46.5,4.63,4.63,4.62,1.23,61.31
Kentucky,2020,57.1,1208.0,4078.0,67.6,46.7,4.54,4.54,4.54,1.27,58.11
Kentucky,2021,57.0,1259.0,4165.0,67.6,46.3,3.54,3.54,3.54,0.89,53.39
Kentucky,2022,56.3,1304.0,4474.0,67.6,45.0,2.94,2.94,2.94,0.18,49.31
Kentucky,2023,58.1,1163.0,3675.0,69.3,46.9,1.14,1.14,1.14,-0.36,44.06
Louisiana,1974,66.5,2386.0,1538.0,77.0,56.1,2.51,2.51,2.33,0.83,66.68
Louisiana,1975,66.1,2335.0,1671.0,76.6,55.6,4.95,4.95,4.95,1.07,66.76
Louisiana,1976,64.3,2092.0,2107.0,75.8,52.9,-0.35,-1.04,-0.36,-0.25,49.51
Louisiana,1977,66.1,2632.0,2045.0,76.9,55.2,1.06,-0.57,1.03,0.03,59.42
Louisiana,1978,65.1,2585.0,2285.0,76.0,54.2,0.56,0.56,0.56,-0.42,50.77
Louisiana,1979,64.5,2336.0,2216.0,75.1,54.0,2.35,2.35,2.08,1.26,71.35
Louisiana,1980,66.1,2655.0,2026.0,77.2,54.9,-2.55,0.63,-2.47,-0.17,58.38
Louisiana,1981,66.1,2563.0,1940.0,77.1,55.0,-2.37,-2.37,-1.93,-0.85,45.55
Louisiana,1982,66.7,2538.0,1611.0,77.3,56.1,0.02,-2.01,-1.91,0.51,65.42
Louisiana,1983,64.4,2231.0,2207.0,74.8,53.9,3.35,3.35,2.65,0.99,68.0
Louisiana,1984,66.3,2429.0,1717.0,76.9,55.7,1.66,1.66,1.39,0.29,58.79
Louisiana,1985,66.4,2670.0,1906.0,76.7,56.0,0.24,-1.71,-1.32,0.11,60.41
Louisiana,1986,67.3,2712.0,1641.0,77.7,57.0,-2.22,-2.22,-2.22,-0.42,53.02
Louisiana,1987,66.0,2430.0,1845.0,77.1,54.9,0.77,1.41,0.88,0.32,60.21
Louisiana,1988,65.6,2380.0,1894.0,76.6,54.6,0.42,-0.72,0.14,0.06,57.63
Louisiana,1989,65.5,2361.0,1879.0,75.7,55.2,3.37,3.37,3.05,0.67,64.0
Louisiana,1990,67.8,2660.0,1387.0,78.7,56.9,-1.84,-1.84,-1.84,-0.18,58.77
Louisiana,1991,66.9,2637.0,1655.0,76.6,57.2,4.11,4.11,4.11,1.61,79.48
Louisiana,1992,65.8,2283.0,1723.0,76.0,55.6,3.1,3.1,3.1,0.98,66.56
Louisiana,1993,65.6,2435.0,1945.0,76.0,55.2,-0.94,1.74,0.46,0.16,58.94
