State,Year,August Palmer Drought Severity Index (PDSI)
Virginia,2000,1.45
Virginia,2001,-0.05
Virginia,2002,-3.79
Virginia,2003,5.17
Virginia,2004,3.84
Virginia,2005,-1.22
Virginia,2006,0.63
Virginia,2007,-2.57
Virginia,2008,-2.32
Virginia,2009,1.24
Virginia,2010,-2.79
Virginia,2011,0.21
Virginia,2012,-1.33
Virginia,2013,2.92
Virginia,2014,-0.12
Virginia,2015,0.69
Virginia,2016,-0.44
Virginia,2017,-0.25
Virginia,2018,3.03
Virginia,2019,3.18
Virginia,2020,3.5
Virginia,2021,-0.44
Virginia,2022,-0.01
Virginia,2023,-0.17
Washington,1974,-0.27
Washington,1975,1.18
Washington,1976,2.31
Washington,1977,0.79
Washington,1978,1.41
Washington,1979,-2.35
Washington,1980,1.23
Washington,1981,2.13
Washington,1982,1.35
Washington,1983,3.27
Washington,1984,2.77
Washington,1985,-2.64
Washington,1986,-1.77
Washington,1987,-1.81
Washington,1988,-1.39
Washington,1989,-0.78
Washington,1990,1.87
Washington,1991,2.57
Washington,1992,-2.93
Washington,1993,2.94
Washington,1994,-2.41
Washington,1995,0.91
Washington,1996,1.91
Washington,1997,4.6
Washington,1998,-0.97
Washington,1999,2.62
Washington,2000,-0.33
Washington,2001,0.62
Washington,2002,-0.82
Washington,2003,-2.74
Washington,2004,-1.39
Washington,2005,0.74
Washington,2006,-1.21
Washington,2007,-1.2
Washington,2008,-0.67
Washington,2009,-1.63
Washington,2010,2.1
Washington,2011,-0.35
Washington,2012,2.79
Washington,2013,0.75
Washington,2014,-0.25
Washington,2015,-3.73
Washington,2016,-2.09
Washington,2017,-1.68
Washington,2018,-2.67
Washington,2019,-3.09
Washington,2020,0.26
Washington,2021,-3.98
Washington,2022,-0.44
Washington,2023,-3.47
West Virginia,1974,2.17
West Virginia,1975,2.11
West Virginia,1976,0.09
West Virginia,1977,0.62
West Virginia,1978,1.45
West Virginia,1979,3.05
West Virginia,1980,3.14
West Virginia,1981,-0.98
West Virginia,1982,0.78
West Virginia,1983,-1.48
West Virginia,1984,0.78
West Virginia,1985,-0.77
West Virginia,1986,-0.07
West Virginia,1987,-2.61
West Virginia,1988,-4.47
West Virginia,1989,3.2
West Virginia,1990,1.58
West Virginia,1991,-3.41
West Virginia,1992,0.98
West Virginia,1993,-2.55
West Virginia,1994,3.5
West Virginia,1995,-1.46
West Virginia,1996,3.77
West Virginia,1997,2.19
West Virginia,1998,-1.24
West Virginia,1999,-4.81
West Virginia,2000,1.44
West Virginia,2001,-0.37
West Virginia,2002,0.09
West Virginia,2003,3.64
West Virginia,2004,3.34
West Virginia,2005,-1.04
West Virginia,2006,0.2
West Virginia,2007,-1.88
West Virginia,2008,-0.3
West Virginia,2009,1.41
West Virginia,2010,-1.21
West Virginia,2011,0.67
West Virginia,2012,-1.77
West Virginia,2013,2.0
West Virginia,2014,-0.32
West Virginia,2015,-0.54
West Virginia,2016,-0.45
West Virginia,2017,-0.19
West Virginia,2018,3.1
West Virginia,2019,3.02
West Virginia,2020,3.17
West Virginia,2021,0.41
West Virginia,2022,2.05
West Virginia,2023,0.55
Wisconsin,1974,-0.16
Wisconsin,1975,0.74
Wisconsin,1976,-3.13
Wisconsin,1977,1.0
Wisconsin,1978,3.2
Wisconsin,1979,3.33
Wisconsin,1980,2.18
Wisconsin,1981,1.7
Wisconsin,1982,1.7
Wisconsin,1983,1.87
Wisconsin,1984,1.36
Wisconsin,1985,1.32
Wisconsin,1986,2.17
Wisconsin,1987,-0.09
Wisconsin,1988,-4.32
Wisconsin,1989,-2.34
Wisconsin,1990,2.37
Wisconsin,1991,1.24
Wisconsin,1992,0.63
Wisconsin,1993,4.32
Wisconsin,1994,0.83
Wisconsin,1995,1.19
Wisconsin,1996,1.81
Wisconsin,1997,1.94
Wisconsin,1998,-0.91
Wisconsin,1999,-0.08
Wisconsin,2000,1.74
Wisconsin,2001,1.48
Wisconsin,2002,2.21
Wisconsin,2003,-1.48
Wisconsin,2004,-0.2
Wisconsin,2005,-2.49
Wisconsin,2006,-1.8
Wisconsin,2007,1.21
Wisconsin,2008,-0.99
Wisconsin,2009,0.45
Wisconsin,2010,3.17
Wisconsin,2011,-0.43
Wisconsin,2012,-2.44
Wisconsin,2013,1.96
Wisconsin,2014,2.9
Wisconsin,2015,1.29
Wisconsin,2016,3.64
Wisconsin,2017,4.89
Wisconsin,2018,3.02
Wisconsin,2019,4.83
Wisconsin,2020,4.35
Wisconsin,2021,0.96
Wisconsin,2022,-0.09
Wisconsin,2023,-2.93
Wyoming,1974,-1.72
Wyoming,1975,2.0
Wyoming,1976,2.17
Wyoming,1977,-4.03
Wyoming,1978,1.94
Wyoming,1979,0.81
Wyoming,1980,-0.49
Wyoming,1981,-2.6
Wyoming,1982,3.06
Wyoming,1983,5.43
Wyoming,1984,4.11
Wyoming,1985,-3.69
Wyoming,1986,1.14
Wyoming,1987,-0.77
Wyoming,1988,-5.59
Wyoming,1989,-4.48
Wyoming,1990,-2.75
Wyoming,1991,1.45
Wyoming,1992,-2.79
Wyoming,1993,4.02
Wyoming,1994,-2.97
Wyoming,1995,4.81
Wyoming,1996,2.15
Wyoming,1997,4.92
Wyoming,1998,4.44
Wyoming,1999,4.49
Wyoming,2000,-4.91
Wyoming,2001,-7.55
Wyoming,2002,-8.68
Wyoming,2003,-4.99
Wyoming,2004,-5.32
Wyoming,2005,-2.36
Wyoming,2006,-5.52
Wyoming,2007,-5.88
Wyoming,2008,-0.49
Wyoming,2009,2.05
Wyoming,2010,2.34
Wyoming,2011,-0.3
Wyoming,2012,-6.57
Wyoming,2013,-6.67
Wyoming,2014,3.01
Wyoming,2015,0.04
Wyoming,2016,-2.02
Wyoming,2017,-1.49
Wyoming,2018,-0.11
Wyoming,2019,1.86
Wyoming,2020,-2.44
Wyoming,2021,-5.66
Wyoming,2022,-4.33
Wyoming,2023,3.24
