Year,State,Commodity,ACRES HARVESTED,"PRODUCTION, MEASURED IN $",YIELD
2009,MISSOURI,POTATOES,7100.0,20507000.0,275.0
2009,MONTANA,POTATOES,9700.0,34959000.0,340.0
2009,NEBRASKA,POTATOES,19900.0,78366000.0,440.0
2009,NEVADA,POTATOES,5100.0,15101000.0,470.0
2009,NEW JERSEY,POTATOES,2100.0,4859000.0,260.0
2009,NEW MEXICO,POTATOES,6400.0,16256000.0,400.0
2009,NEW YORK,POTATOES,16500.0,63360000.0,300.0
2009,NORTH CAROLINA,POTATOES,15000.0,35438000.0,225.0
2009,NORTH DAKOTA,POTATOES,75000.0,180731000.0,255.0
2009,OHIO,POTATOES,2100.0,7322000.0,335.0
2009,OREGON,POTATOES,37000.0,162023000.0,580.0
2009,PENNSYLVANIA,POTATOES,9500.0,37402000.0,310.0
2009,RHODE ISLAND,POTATOES,400.0,1030000.0,230.0
2009,TEXAS,POTATOES,16400.0,92678000.0,349.0
2009,VIRGINIA,POTATOES,5900.0,22656000.0,240.0
2009,WASHINGTON,POTATOES,143000.0,645502000.0,610.0
2009,WISCONSIN,POTATOES,63000.0,256473000.0,460.0
2010,ALASKA,POTATOES,750.0,3570000.0,200.0
2010,ARIZONA,POTATOES,3700.0,16783000.0,280.0
2010,CALIFORNIA,POTATOES,33500.0,157313000.0,411.0
2010,COLORADO,POTATOES,59100.0,290132000.0,389.0
2010,DELAWARE,POTATOES,1600.0,4356000.0,275.0
2010,FLORIDA,POTATOES,31800.0,138783000.0,250.0
2010,IDAHO,POTATOES,294000.0,915057000.0,384.0
2010,ILLINOIS,POTATOES,6300.0,19845000.0,350.0
2010,KANSAS,POTATOES,4400.0,13856000.0,335.0
2010,MAINE,POTATOES,55200.0,160080000.0,290.0
2010,MARYLAND,POTATOES,2100.0,7354000.0,340.0
2010,MASSACHUSETTS,POTATOES,3800.0,10451000.0,285.0
2010,MICHIGAN,POTATOES,43500.0,170694000.0,360.0
2010,MINNESOTA,POTATOES,42000.0,124173000.0,405.0
2010,MISSOURI,POTATOES,7200.0,22680000.0,300.0
2010,MONTANA,POTATOES,11300.0,42240000.0,325.0
2010,NEBRASKA,POTATOES,18600.0,77190000.0,415.0
2010,NEVADA,POTATOES,,,
2010,NEW JERSEY,POTATOES,1700.0,4770000.0,230.0
2010,NEW MEXICO,POTATOES,,,
2010,NEW YORK,POTATOES,16500.0,71280000.0,320.0
2010,NORTH CAROLINA,POTATOES,15000.0,31005000.0,195.0
2010,NORTH DAKOTA,POTATOES,80000.0,192500000.0,275.0
2010,OHIO,POTATOES,2100.0,7491000.0,290.0
2010,OREGON,POTATOES,35500.0,176510000.0,565.0
2010,OTHER STATES,POTATOES,13400.0,41425000.0,392.0
2010,PENNSYLVANIA,POTATOES,9000.0,26681000.0,245.0
2010,RHODE ISLAND,POTATOES,600.0,2129000.0,275.0
2010,TEXAS,POTATOES,15900.0,77799000.0,323.0
2010,VIRGINIA,POTATOES,5600.0,10282000.0,170.0
2010,WASHINGTON,POTATOES,134000.0,654456000.0,660.0
2010,WISCONSIN,POTATOES,61500.0,257506000.0,395.0
2011,ALASKA,POTATOES,720.0,3176000.0,186.0
2011,ARIZONA,POTATOES,3800.0,,280.0
2011,CALIFORNIA,POTATOES,36800.0,222494000.0,414.0
2011,COLORADO,POTATOES,58300.0,245152000.0,392.0
2011,DELAWARE,POTATOES,1600.0,4160000.0,250.0
2011,FLORIDA,POTATOES,35600.0,144769000.0,256.0
2011,IDAHO,POTATOES,319000.0,1042956000.0,404.0
2011,ILLINOIS,POTATOES,6800.0,25806000.0,330.0
2011,KANSAS,POTATOES,5300.0,18698000.0,280.0
2011,MAINE,POTATOES,55000.0,151580000.0,265.0
2011,MARYLAND,POTATOES,2200.0,7326000.0,300.0
2011,MASSACHUSETTS,POTATOES,2800.0,8547000.0,275.0
2011,MICHIGAN,POTATOES,44000.0,176088000.0,345.0
2011,MINNESOTA,POTATOES,47000.0,160176000.0,355.0
2011,MISSOURI,POTATOES,7100.0,13156000.0,170.0
2011,MONTANA,POTATOES,11500.0,47438000.0,330.0
2011,NEBRASKA,POTATOES,19500.0,83460000.0,400.0
2011,NEVADA,POTATOES,,,
2011,NEW JERSEY,POTATOES,1800.0,,190.0
2011,NEW MEXICO,POTATOES,,,
2011,NEW YORK,POTATOES,16700.0,65130000.0,250.0
2011,NORTH CAROLINA,POTATOES,16500.0,34502000.0,170.0
2011,NORTH DAKOTA,POTATOES,77000.0,173558000.0,245.0
2011,OHIO,POTATOES,1700.0,5646000.0,270.0
2011,OREGON,POTATOES,39900.0,187903000.0,585.0
2011,OTHER STATES,POTATOES,13300.0,70491000.0,439.0
2011,PENNSYLVANIA,POTATOES,7800.0,24539000.0,260.0
2011,RHODE ISLAND,POTATOES,600.0,2355000.0,250.0
2011,TEXAS,POTATOES,18500.0,74336000.0,297.0
2011,VIRGINIA,POTATOES,5900.0,16402000.0,200.0
2011,WASHINGTON,POTATOES,160000.0,771040000.0,610.0
2011,WISCONSIN,POTATOES,62500.0,267161000.0,415.0
2012,ALASKA,POTATOES,650.0,3864000.0,215.0
2012,ARIZONA,POTATOES,3700.0,,225.0
2012,CALIFORNIA,POTATOES,37300.0,199767000.0,416.0
2012,COLORADO,POTATOES,59300.0,161834000.0,377.0
2012,DELAWARE,POTATOES,1400.0,6783000.0,255.0
2012,FLORIDA,POTATOES,36600.0,180569000.0,244.0
2012,IDAHO,POTATOES,344000.0,999831000.0,412.0
2012,ILLINOIS,POTATOES,7400.0,23902000.0,380.0
2012,KANSAS,POTATOES,5200.0,10920000.0,350.0
2012,MAINE,POTATOES,58500.0,176968000.0,275.0
2012,MARYLAND,POTATOES,2300.0,9264000.0,380.0
2012,MASSACHUSETTS,POTATOES,3900.0,13900000.0,330.0
2012,MICHIGAN,POTATOES,46000.0,186760000.0,350.0
2012,MINNESOTA,POTATOES,47000.0,154160000.0,400.0
2012,MISSOURI,POTATOES,8900.0,32040000.0,300.0
2012,MONTANA,POTATOES,11700.0,44928000.0,320.0
2012,NEBRASKA,POTATOES,23300.0,113022000.0,445.0
2012,NEVADA,POTATOES,7100.0,,380.0
2012,NEW JERSEY,POTATOES,2300.0,,280.0
2012,NEW MEXICO,POTATOES,6200.0,,460.0
2012,NEW YORK,POTATOES,18000.0,69768000.0,285.0
2012,NORTH CAROLINA,POTATOES,16000.0,36160000.0,200.0
2012,NORTH DAKOTA,POTATOES,84000.0,225540000.0,300.0
2012,OHIO,POTATOES,2000.0,5192000.0,220.0
2012,OREGON,POTATOES,41700.0,181187000.0,550.0
2012,OTHER STATES,POTATOES,,58963000.0,
2012,PENNSYLVANIA,POTATOES,8600.0,36223000.0,260.0
2012,RHODE ISLAND,POTATOES,600.0,1905000.0,250.0
2012,TEXAS,POTATOES,20100.0,105750000.0,372.0
2012,VIRGINIA,POTATOES,5400.0,17415000.0,250.0
2012,WASHINGTON,POTATOES,164000.0,700362000.0,585.0
2012,WISCONSIN,POTATOES,66000.0,264132000.0,460.0
2013,ALASKA,POTATOES,620.0,3055000.0,210.0
2013,ARIZONA,POTATOES,3400.0,,280.0
2013,CALIFORNIA,POTATOES,39200.0,299586000.0,423.0
2013,COLORADO,POTATOES,54600.0,201010000.0,372.0
2013,DELAWARE,POTATOES,1400.0,7526000.0,280.0
2013,FLORIDA,POTATOES,29500.0,127440000.0,240.0
2013,IDAHO,POTATOES,316000.0,1022822000.0,415.0
2013,ILLINOIS,POTATOES,7200.0,28505000.0,370.0
2013,KANSAS,POTATOES,4300.0,20017000.0,350.0
2013,MAINE,POTATOES,54000.0,164430000.0,290.0
2013,MARYLAND,POTATOES,2100.0,8138000.0,310.0
2013,MASSACHUSETTS,POTATOES,3900.0,11255000.0,260.0
2013,MICHIGAN,POTATOES,44000.0,188496000.0,360.0
2013,MINNESOTA,POTATOES,45000.0,164588000.0,385.0
2013,MISSOURI,POTATOES,9000.0,37260000.0,300.0
2013,MONTANA,POTATOES,11100.0,44389000.0,310.0
2013,NEBRASKA,POTATOES,18300.0,115327000.0,460.0
2013,NEVADA,POTATOES,,,
2013,NEW JERSEY,POTATOES,2400.0,6458000.0,230.0
2013,NEW MEXICO,POTATOES,,,
2013,NEW YORK,POTATOES,17100.0,66451000.0,290.0
2013,NORTH CAROLINA,POTATOES,13500.0,,240.0
2013,NORTH DAKOTA,POTATOES,79000.0,235973000.0,290.0
2013,OHIO,POTATOES,1800.0,7459000.0,280.0
2013,OREGON,POTATOES,41600.0,198380000.0,545.0
2013,OTHER STATES,POTATOES,10700.0,106222000.0,457.0
2013,PENNSYLVANIA,POTATOES,6600.0,31007000.0,290.0
2013,RHODE ISLAND,POTATOES,500.0,1716000.0,260.0
2013,TEXAS,POTATOES,17700.0,148999000.0,460.0
2013,VIRGINIA,POTATOES,5000.0,21840000.0,210.0
2013,WASHINGTON,POTATOES,160000.0,796800000.0,600.0
2013,WISCONSIN,POTATOES,62000.0,270816000.0,420.0
2014,ALASKA,POTATOES,620.0,3395000.0,250.0
2014,ARIZONA,POTATOES,3500.0,,310.0
2014,CALIFORNIA,POTATOES,39500.0,249788000.0,470.0
2014,COLORADO,POTATOES,59800.0,191367000.0,388.0
2014,DELAWARE,POTATOES,1200.0,5150000.0,290.0
2014,FLORIDA,POTATOES,29300.0,132202000.0,240.0
2014,IDAHO,POTATOES,320000.0,956736000.0,415.0
2014,ILLINOIS,POTATOES,6900.0,27781000.0,415.0
2014,KANSAS,POTATOES,4100.0,11919000.0,340.0
2014,MAINE,POTATOES,50500.0,153773000.0,290.0
2014,MARYLAND,POTATOES,2300.0,10226000.0,380.0
2014,MASSACHUSETTS,POTATOES,3800.0,11263000.0,285.0
2014,MICHIGAN,POTATOES,42500.0,182410000.0,370.0
2014,MINNESOTA,POTATOES,41000.0,151700000.0,400.0
2014,MISSOURI,POTATOES,7900.0,25458000.0,270.0
2014,MONTANA,POTATOES,11300.0,46285000.0,320.0
2014,NEBRASKA,POTATOES,16900.0,84196000.0,470.0
2014,NEVADA,POTATOES,,,
2014,NEW JERSEY,POTATOES,2100.0,5629000.0,225.0
2014,NEW MEXICO,POTATOES,,,
2014,NEW YORK,POTATOES,15800.0,54747000.0,275.0
2014,NORTH CAROLINA,POTATOES,13500.0,,210.0
2014,NORTH DAKOTA,POTATOES,77000.0,224378000.0,310.0
2014,OHIO,POTATOES,1500.0,4914000.0,280.0
2014,OREGON,POTATOES,42900.0,196568000.0,580.0
2014,OTHER STATES,POTATOES,9300.0,84438000.0,420.0
2014,PENNSYLVANIA,POTATOES,5200.0,19019000.0,275.0
2014,RHODE ISLAND,POTATOES,500.0,1599000.0,245.0
2014,TEXAS,POTATOES,22900.0,131583000.0,340.0
2014,VIRGINIA,POTATOES,4500.0,17213000.0,250.0
2014,WASHINGTON,POTATOES,165000.0,771210000.0,615.0
2014,WISCONSIN,POTATOES,64000.0,272896000.0,410.0
2015,ALASKA,POTATOES,540.0,2884000.0,260.0
2015,ARIZONA,POTATOES,3500.0,,290.0
2015,CALIFORNIA,POTATOES,40500.0,214844000.0,392.0
2015,COLORADO,POTATOES,57400.0,189630000.0,393.0
2015,DELAWARE,POTATOES,,,
2015,FLORIDA,POTATOES,29600.0,108247000.0,230.0
2015,IDAHO,POTATOES,322000.0,912800000.0,405.0
2015,ILLINOIS,POTATOES,7400.0,23340000.0,380.0
2015,KANSAS,POTATOES,3600.0,11156000.0,335.0
2015,MAINE,POTATOES,50500.0,163216000.0,320.0
2015,MARYLAND,POTATOES,2400.0,8316000.0,330.0
2015,MASSACHUSETTS,POTATOES,3600.0,11419000.0,305.0
2015,MICHIGAN,POTATOES,45000.0,182520000.0,390.0
2015,MINNESOTA,POTATOES,40500.0,162000000.0,400.0
2015,MISSOURI,POTATOES,8100.0,28664000.0,305.0
2015,MONTANA,POTATOES,10900.0,46059000.0,325.0
2015,NEBRASKA,POTATOES,15300.0,67817000.0,450.0
2015,NEVADA,POTATOES,,,
2015,NEW JERSEY,POTATOES,,,
2015,NEW MEXICO,POTATOES,,,
2015,NEW YORK,POTATOES,14800.0,50557000.0,280.0
2015,NORTH CAROLINA,POTATOES,12700.0,,210.0
2015,NORTH DAKOTA,POTATOES,80000.0,255300000.0,345.0
2015,OHIO,POTATOES,1200.0,3533000.0,230.0
2015,OREGON,POTATOES,43900.0,201589000.0,560.0
2015,OTHER STATES,POTATOES,11400.0,92054000.0,363.0
2015,PENNSYLVANIA,POTATOES,5300.0,18253000.0,280.0
2015,RHODE ISLAND,POTATOES,600.0,923000.0,135.0
2015,TEXAS,POTATOES,19500.0,114814000.0,375.0
2015,VIRGINIA,POTATOES,4700.0,15407000.0,220.0
2015,WASHINGTON,POTATOES,170000.0,772310000.0,590.0
2015,WISCONSIN,POTATOES,66500.0,287052000.0,445.0
2016,ALASKA,POTATOES,530.0,3308000.0,300.0
2016,CALIFORNIA,POTATOES,38300.0,279443000.0,401.0
2016,COLORADO,POTATOES,57100.0,213466000.0,389.0
2016,FLORIDA,POTATOES,22900.0,86650000.0,235.0
2016,IDAHO,POTATOES,324000.0,968274000.0,430.0
2016,ILLINOIS,POTATOES,7400.0,28159000.0,380.0
2016,KANSAS,POTATOES,4200.0,11592000.0,300.0
2016,MAINE,POTATOES,46500.0,173800000.0,325.0
2016,MARYLAND,POTATOES,,,
2016,MICHIGAN,POTATOES,47000.0,177378000.0,370.0
2016,MINNESOTA,POTATOES,43000.0,155660000.0,400.0
2016,MISSOURI,POTATOES,7900.0,26751000.0,305.0
2016,MONTANA,POTATOES,11000.0,46800000.0,335.0
2016,NEBRASKA,POTATOES,16400.0,81180000.0,450.0
2016,NEW JERSEY,POTATOES,,,
2016,NEW YORK,POTATOES,14800.0,44755000.0,240.0
2016,NORTH CAROLINA,POTATOES,13600.0,32613000.0,220.0
2016,NORTH DAKOTA,POTATOES,72000.0,222480000.0,300.0
2016,OREGON,POTATOES,44900.0,209279000.0,590.0
2016,OTHER STATES,POTATOES,4600.0,15931000.0,313.0
2016,TEXAS,POTATOES,21000.0,141845000.0,395.0
2016,VIRGINIA,POTATOES,4100.0,18192000.0,290.0
2016,WASHINGTON,POTATOES,169000.0,813313000.0,625.0
2016,WISCONSIN,POTATOES,68000.0,343128000.0,435.0
2017,ALASKA,POTATOES,540.0,3446000.0,270.0
2017,CALIFORNIA,POTATOES,41700.0,375676000.0,429.0
2017,COLORADO,POTATOES,55600.0,198407000.0,382.0
2017,FLORIDA,POTATOES,28700.0,124845000.0,250.0
2017,IDAHO,POTATOES,310000.0,974966000.0,435.0
2017,ILLINOIS,POTATOES,8100.0,33210000.0,410.0
2017,KANSAS,POTATOES,4100.0,14832000.0,380.0
2017,MAINE,POTATOES,47500.0,155040000.0,320.0
2017,MARYLAND,POTATOES,2500.0,,365.0
2017,MICHIGAN,POTATOES,49500.0,203297000.0,370.0
2017,MINNESOTA,POTATOES,45500.0,172855000.0,405.0
2017,MISSOURI,POTATOES,8500.0,28107000.0,285.0
2017,MONTANA,POTATOES,11100.0,48307000.0,340.0
2017,NEBRASKA,POTATOES,19000.0,109203000.0,475.0
2017,NEW JERSEY,POTATOES,2000.0,,300.0
2017,NEW YORK,POTATOES,14400.0,50803000.0,280.0
2017,NORTH CAROLINA,POTATOES,15100.0,39592000.0,230.0
2017,NORTH DAKOTA,POTATOES,74000.0,222955000.0,330.0
2017,OREGON,POTATOES,45900.0,198426000.0,550.0
2017,OTHER STATES,POTATOES,0.0,17071000.0,0.0
2017,TEXAS,POTATOES,22800.0,135158000.0,390.0
2017,VIRGINIA,POTATOES,4500.0,19446000.0,265.0
2017,WASHINGTON,POTATOES,164000.0,686602000.0,605.0
2017,WISCONSIN,POTATOES,70000.0,324275000.0,425.0
2018,ALASKA,POTATOES,500.0,4802000.0,280.0
2018,CALIFORNIA,POTATOES,38300.0,221508000.0,404.0
2018,COLORADO,POTATOES,55000.0,216786000.0,395.0
2018,FLORIDA,POTATOES,20800.0,89846000.0,265.0
2018,IDAHO,POTATOES,315000.0,1027688000.0,450.0
2018,ILLINOIS,POTATOES,7600.0,25679000.0,375.0
2018,KANSAS,POTATOES,3300.0,13395000.0,430.0
2018,MAINE,POTATOES,48500.0,166889000.0,310.0
2018,MARYLAND,POTATOES,2000.0,5967000.0,255.0
2018,MICHIGAN,POTATOES,48000.0,191520000.0,380.0
2018,MINNESOTA,POTATOES,43500.0,180316000.0,430.0
2018,MISSOURI,POTATOES,7400.0,18981000.0,225.0
2018,MONTANA,POTATOES,11100.0,50117000.0,350.0
2018,NEBRASKA,POTATOES,19300.0,100978000.0,480.0
2018,NEW JERSEY,POTATOES,2000.0,4722000.0,265.0
2018,NEW YORK,POTATOES,13400.0,47409000.0,290.0
2018,NORTH CAROLINA,POTATOES,12200.0,28511000.0,190.0
2018,NORTH DAKOTA,POTATOES,73000.0,226099000.0,325.0
2018,OREGON,POTATOES,45000.0,201690000.0,600.0
2018,TEXAS,POTATOES,17500.0,93719000.0,425.0
2018,VIRGINIA,POTATOES,4400.0,16544000.0,235.0
2018,WASHINGTON,POTATOES,160000.0,788256000.0,630.0
2018,WISCONSIN,POTATOES,67000.0,284918000.0,405.0
2019,CALIFORNIA,POTATOES,40100.0,277893000.0,420.0
2019,COLORADO,POTATOES,51000.0,239925000.0,386.0
2019,FLORIDA,POTATOES,25300.0,148205000.0,275.0
2019,IDAHO,POTATOES,308000.0,1044582000.0,425.0
2019,MAINE,POTATOES,51500.0,184118000.0,325.0
2019,MICHIGAN,POTATOES,48500.0,200441000.0,420.0
2019,MINNESOTA,POTATOES,43000.0,194511000.0,415.0
2019,NEBRASKA,POTATOES,20200.0,109383000.0,475.0
2019,NORTH DAKOTA,POTATOES,58000.0,223445000.0,335.0
2019,OREGON,POTATOES,42900.0,233874000.0,590.0
2019,TEXAS,POTATOES,14800.0,88090000.0,480.0
2019,WASHINGTON,POTATOES,164000.0,934144000.0,640.0
2019,WISCONSIN,POTATOES,67000.0,324146000.0,410.0
2020,CALIFORNIA,POTATOES,28900.0,227640000.0,445.0
2020,COLORADO,POTATOES,53800.0,241777000.0,420.0
2020,FLORIDA,POTATOES,20400.0,107671000.0,260.0
2020,IDAHO,POTATOES,299500.0,981162000.0,450.0
2020,MAINE,POTATOES,50800.0,152121000.0,265.0
2020,MICHIGAN,POTATOES,49000.0,206388000.0,390.0
2020,MINNESOTA,POTATOES,41200.0,195350000.0,435.0
2020,NEBRASKA,POTATOES,17700.0,97138000.0,490.0
2020,NORTH DAKOTA,POTATOES,70000.0,278460000.0,340.0
2020,OREGON,POTATOES,45000.0,216000000.0,600.0
2020,TEXAS,POTATOES,15300.0,109571000.0,465.0
2020,WASHINGTON,POTATOES,154500.0,753377000.0,645.0
2020,WISCONSIN,POTATOES,65500.0,335622000.0,420.0
2021,CALIFORNIA,POTATOES,25400.0,275120000.0,435.0
2021,COLORADO,POTATOES,52400.0,244918000.0,410.0
2021,FLORIDA,POTATOES,20000.0,98280000.0,270.0
2021,IDAHO,POTATOES,314500.0,1117481000.0,420.0
2021,MAINE,POTATOES,53300.0,215151000.0,345.0
2021,MICHIGAN,POTATOES,49000.0,276017000.0,430.0
2021,MINNESOTA,POTATOES,41300.0,187817000.0,425.0
2021,NEBRASKA,POTATOES,18900.0,109280000.0,490.0
2021,NORTH DAKOTA,POTATOES,75000.0,258750000.0,300.0
2021,OREGON,POTATOES,44800.0,242458000.0,600.0
2021,TEXAS,POTATOES,14000.0,94668000.0,460.0
2021,WASHINGTON,POTATOES,154500.0,712442000.0,595.0
2021,WISCONSIN,POTATOES,66500.0,371735000.0,430.0
2022,CALIFORNIA,POTATOES,20900.0,237020000.0,405.0
2022,COLORADO,POTATOES,52900.0,379223000.0,405.0
2022,FLORIDA,POTATOES,19700.0,111030000.0,255.0
2022,IDAHO,POTATOES,294500.0,1509313000.0,410.0
2022,MAINE,POTATOES,51900.0,246895000.0,355.0
2022,MICHIGAN,POTATOES,50500.0,291316000.0,415.0
2022,MINNESOTA,POTATOES,46700.0,237423000.0,410.0
2022,NEBRASKA,POTATOES,19900.0,123546000.0,485.0
2022,NORTH DAKOTA,POTATOES,72500.0,280575000.0,300.0
2022,OREGON,POTATOES,44000.0,271920000.0,600.0
2022,TEXAS,POTATOES,14700.0,126795000.0,575.0
2022,WASHINGTON,POTATOES,164500.0,942651000.0,580.0
2022,WISCONSIN,POTATOES,65500.0,408720000.0,400.0
2023,CALIFORNIA,POTATOES,22900.0,291792000.0,460.0
2023,COLORADO,POTATOES,54800.0,270054000.0,385.0
2023,FLORIDA,POTATOES,20900.0,205029000.0,300.0
2023,IDAHO,POTATOES,329500.0,1522290000.0,440.0
2023,MAINE,POTATOES,52600.0,291509000.0,340.0
2023,MICHIGAN,POTATOES,49500.0,340221000.0,435.0
2023,MINNESOTA,POTATOES,45600.0,268128000.0,400.0
2023,NEBRASKA,POTATOES,21900.0,139065000.0,500.0
2023,NORTH DAKOTA,POTATOES,75000.0,388500000.0,350.0
2023,OREGON,POTATOES,45000.0,323910000.0,610.0
2023,OTHER STATES,POTATOES,0.0,0.0,0.0
2023,TEXAS,POTATOES,15500.0,105462000.0,420.0
2023,WASHINGTON,POTATOES,159500.0,1066662000.0,625.0
2023,WISCONSIN,POTATOES,67500.0,434572000.0,435.0
2016,CALIFORNIA,TOMATOES,285300.0,1310483000.0,914.0
2016,FLORIDA,TOMATOES,28000.0,382200000.0,260.0
2016,INDIANA,TOMATOES,8000.0,30954000.0,650.0
2016,MICHIGAN,TOMATOES,5700.0,33919000.0,555.0
2016,NEW JERSEY,TOMATOES,3800.0,51626000.0,260.0
2016,NORTH CAROLINA,TOMATOES,3400.0,57127000.0,310.0
2016,OHIO,TOMATOES,5600.0,46862000.0,505.0
2016,OTHER STATES,TOMATOES,0.0,0.0,0.0
2016,SOUTH CAROLINA,TOMATOES,3300.0,32340000.0,280.0
2016,TENNESSEE,TOMATOES,3600.0,48310000.0,335.0
2016,VIRGINIA,TOMATOES,2400.0,23184000.0,210.0
2017,CALIFORNIA,TOMATOES,247700.0,1075824000.0,895.0
2017,FLORIDA,TOMATOES,28000.0,262020000.0,300.0
2017,INDIANA,TOMATOES,7800.0,30519000.0,590.0
2017,MICHIGAN,TOMATOES,5500.0,35987000.0,560.0
2017,NEW JERSEY,TOMATOES,4000.0,39202000.0,280.0
2017,NORTH CAROLINA,TOMATOES,3200.0,46116000.0,330.0
2017,OHIO,TOMATOES,5500.0,48626000.0,490.0
2017,SOUTH CAROLINA,TOMATOES,2800.0,34429000.0,370.0
2017,TENNESSEE,TOMATOES,3600.0,61719000.0,355.0
2017,VIRGINIA,TOMATOES,2400.0,43518000.0,290.0
2018,CALIFORNIA,TOMATOES,260600.0,1197642000.0,980.0
2018,FLORIDA,TOMATOES,33200.0,332480000.0,220.0
2018,INDIANA,TOMATOES,7600.0,31530000.0,650.0
2018,MICHIGAN,TOMATOES,5000.0,35352000.0,550.0
2018,NEW JERSEY,TOMATOES,4100.0,42411000.0,230.0
2018,NORTH CAROLINA,TOMATOES,3000.0,33845000.0,290.0
2018,OHIO,TOMATOES,5400.0,52173000.0,520.0
2018,SOUTH CAROLINA,TOMATOES,3200.0,44881000.0,360.0
2018,TENNESSEE,TOMATOES,4000.0,54176000.0,310.0
2018,VIRGINIA,TOMATOES,2000.0,27774000.0,210.0
2019,CALIFORNIA,TOMATOES,247700.0,1174395000.0,935.0
2019,FLORIDA,TOMATOES,31500.0,447208000.0,260.0
2020,CALIFORNIA,TOMATOES,248900.0,1117840000.0,940.0
2020,FLORIDA,TOMATOES,31500.0,468688000.0,215.0
2021,CALIFORNIA,TOMATOES,247900.0,1180029000.0,900.0
2021,FLORIDA,TOMATOES,29300.0,335135000.0,245.0
2022,CALIFORNIA,TOMATOES,242800.0,1458408000.0,895.0
2022,FLORIDA,TOMATOES,29200.0,355025000.0,285.0
2023,CALIFORNIA,TOMATOES,271900.0,2264695000.0,970.0
2023,FLORIDA,TOMATOES,29900.0,493665000.0,300.0
2023,OTHER STATES,TOMATOES,0.0,0.0,0.0
1974,ALABAMA,CORN,630000.0,91022000.0,43.0
1974,ARIZONA,CORN,10000.0,1258000.0,34.0
1974,ARKANSAS,CORN,23000.0,3380000.0,44.0
1974,CALIFORNIA,CORN,225000.0,89559000.0,107.0
1974,COLORADO,CORN,540000.0,159818000.0,98.0
1974,DELAWARE,CORN,175000.0,41706000.0,72.0
1974,FLORIDA,CORN,376000.0,59558000.0,48.0
1974,GEORGIA,CORN,1880000.0,335843000.0,56.0
1974,IDAHO,CORN,35000.0,10535000.0,86.0
1974,ILLINOIS,CORN,9900000.0,2451636000.0,82.0
1974,INDIANA,CORN,5310000.0,1174519000.0,73.0
1974,IOWA,CORN,12100000.0,2874960000.0,80.0
1974,KANSAS,CORN,1670000.0,397109000.0,79.0
1974,KENTUCKY,CORN,1075000.0,271502000.0,82.0
1974,LOUISIANA,CORN,55000.0,8712000.0,48.0
1974,MARYLAND,CORN,535000.0,150453000.0,86.0
1974,MICHIGAN,CORN,1975000.0,344835000.0,60.0
1974,MINNESOTA,CORN,5900000.0,1068136000.0,62.0
1974,MISSISSIPPI,CORN,144000.0,20546000.0,41.0
1974,MISSOURI,CORN,2710000.0,460971000.0,54.0
1974,MONTANA,CORN,13000.0,2898000.0,65.0
1974,NEBRASKA,CORN,5700000.0,1165080000.0,70.0
1974,NEW JERSEY,CORN,87000.0,21880000.0,83.0
1974,NEW MEXICO,CORN,49000.0,11583000.0,77.0
1974,NEW YORK,CORN,525000.0,124079000.0,78.0
1974,NORTH CAROLINA,CORN,1570000.0,374445000.0,75.0
1974,NORTH DAKOTA,CORN,170000.0,25051000.0,48.0
1974,OHIO,CORN,3540000.0,801810000.0,75.0
1974,OKLAHOMA,CORN,104000.0,29469000.0,88.0
1974,OREGON,CORN,8000.0,2650000.0,92.0
1974,PENNSYLVANIA,CORN,1100000.0,273537000.0,81.0
1974,SOUTH CAROLINA,CORN,539000.0,105935000.0,62.0
1974,SOUTH DAKOTA,CORN,2330000.0,234515000.0,33.0
1974,TENNESSEE,CORN,548000.0,113321000.0,61.0
1974,TEXAS,CORN,880000.0,250166000.0,92.0
1974,UTAH,CORN,14000.0,3472000.0,80.0
1974,VIRGINIA,CORN,570000.0,146832000.0,80.0
1974,WASHINGTON,CORN,25000.0,8786000.0,99.0
1974,WEST VIRGINIA,CORN,66000.0,16503000.0,76.0
1974,WISCONSIN,CORN,2270000.0,496404000.0,71.0
1974,WYOMING,CORN,29000.0,7083000.0,71.0
1975,ALABAMA,CORN,660000.0,91410000.0,50.0
1975,ARIZONA,CORN,12000.0,1267000.0,33.0
1975,ARKANSAS,CORN,38000.0,5035000.0,50.0
1975,CALIFORNIA,CORN,254000.0,87488000.0,109.0
1975,COLORADO,CORN,560000.0,134982000.0,92.0
1975,DELAWARE,CORN,170000.0,40820000.0,92.0
1975,FLORIDA,CORN,375000.0,45563000.0,45.0
1975,GEORGIA,CORN,1880000.0,278146000.0,55.0
1975,IDAHO,CORN,33000.0,7669000.0,83.0
1975,ILLINOIS,CORN,10810000.0,3210138000.0,116.0
1975,INDIANA,CORN,5630000.0,1368315000.0,98.0
1975,IOWA,CORN,12420000.0,2794500000.0,90.0
1975,KANSAS,CORN,1640000.0,352600000.0,86.0
1975,KENTUCKY,CORN,1140000.0,225595000.0,77.0
1975,LOUISIANA,CORN,45000.0,6750000.0,50.0
1975,MARYLAND,CORN,550000.0,132572000.0,92.0
1975,MICHIGAN,CORN,2200000.0,413600000.0,80.0
1975,MINNESOTA,CORN,5820000.0,1018500000.0,70.0
1975,MISSISSIPPI,CORN,145000.0,17003000.0,41.0
1975,MISSOURI,CORN,2700000.0,440559000.0,63.0
1975,MONTANA,CORN,10000.0,2029000.0,73.0
1975,NEBRASKA,CORN,5920000.0,1247936000.0,85.0
