Year,State,Commodity,ACRES HARVESTED,"PRODUCTION, MEASURED IN $",YIELD,January-December Average Temperature (Units Degrees Fahrenheit),January-December Cooling Degree Days (Units Fahrenheit Degree-Days),January-December Heating Degree Days (Units Fahrenheit Degree-Days),January-December Maximum Temperature (Units Degrees Fahrenheit),January-December Minimum Temperature (Units Degrees Fahrenheit),August Palmer Drought Severity Index (PDSI),August Palmer Hydrological Drought Index (PHDI),August Palmer Modified Drought Index (PMDI),January-December Palmer Z-Index,January-December Precipitation (Units Inches)
1984,indiana,CORN,6030000.0,1834326000.0,117.0,51.3,835.0,5960.0,61.2,41.3,-1.54,-1.54,-1.54,0.06,40.59
1984,iowa,CORN,12900000.0,3626448000.0,112.0,47.8,764.0,6984.0,58.1,37.5,2.49,2.49,1.16,0.87,36.91
1984,kansas,CORN,955000.0,330669000.0,125.0,54.0,1415.0,5181.0,66.2,41.8,-1.21,-1.21,-1.21,0.56,28.92
1984,kentucky,CORN,1460000.0,411720000.0,100.0,55.3,1066.0,4623.0,66.1,44.5,-1.08,0.66,-0.96,0.5,52.7
1984,louisiana,CORN,82000.0,31591000.0,115.0,66.3,2429.0,1717.0,76.9,55.7,1.66,1.66,1.39,0.29,58.79
1984,maryland,CORN,590000.0,203987000.0,118.0,54.2,928.0,4833.0,64.0,44.3,0.54,2.68,2.64,0.23,45.5
1984,michigan,CORN,2620000.0,563405000.0,84.0,44.3,527.0,7119.0,54.3,34.3,-0.87,-0.87,-0.87,0.09,31.96
1984,minnesota,CORN,6440000.0,1702028000.0,107.0,41.3,455.0,8752.0,51.7,30.9,1.27,1.27,-0.4,0.55,28.01
1984,mississippi,CORN,70000.0,16660000.0,70.0,63.3,1938.0,2446.0,74.8,52.0,1.78,1.78,1.27,0.03,54.93
1984,missouri,CORN,1930000.0,415336000.0,80.0,54.4,1168.0,5177.0,65.3,43.5,-1.22,-1.22,-1.22,0.84,46.3
1984,montana,CORN,15000.0,4278000.0,92.0,41.7,195.0,9027.0,53.5,29.8,-1.25,-1.25,-1.25,-0.26,16.51
1984,nebraska,CORN,6950000.0,2079996000.0,116.0,48.2,985.0,6653.0,60.1,36.4,4.2,4.2,3.67,1.32,25.84
1984,new jersey,CORN,99000.0,29660000.0,107.0,52.2,708.0,5503.0,62.1,42.3,-0.56,3.15,2.45,0.35,49.13
1984,new mexico,CORN,63000.0,28067000.0,150.0,52.4,797.0,4992.0,66.8,38.0,1.83,1.83,1.83,0.91,17.62
1984,new york,CORN,670000.0,173765000.0,91.0,45.2,528.0,6271.0,55.1,35.3,2.59,2.59,2.59,0.33,42.59
1984,north carolina,CORN,1620000.0,408240000.0,90.0,58.6,1257.0,3495.0,69.8,47.4,-0.37,2.77,2.28,0.31,50.95
1984,north dakota,CORN,630000.0,106861000.0,66.0,41.0,501.0,9232.0,52.4,29.7,-2.18,-2.18,-2.18,-0.15,15.89
1984,ohio,CORN,3900000.0,1191918000.0,118.0,50.4,666.0,6069.0,60.4,40.3,-1.19,-1.19,-1.19,-0.22,36.9
1984,oklahoma,CORN,50000.0,16275000.0,105.0,59.4,1837.0,3771.0,71.6,47.2,-1.89,-1.89,-1.89,0.32,34.15
1984,oregon,CORN,42000.0,20368000.0,159.0,45.6,136.0,5793.0,56.1,35.2,4.19,4.19,4.19,1.17,38.08
1984,pennsylvania,CORN,1350000.0,420255000.0,110.0,48.2,543.0,6029.0,58.4,38.1,3.5,3.5,3.5,0.75,46.09
1984,south carolina,CORN,447000.0,95882000.0,78.0,62.4,1702.0,2676.0,74.3,50.5,-0.3,2.64,2.22,0.12,47.65
1984,south dakota,CORN,2780000.0,456337000.0,67.0,45.1,659.0,7908.0,56.9,33.2,5.46,5.46,5.46,1.36,21.34
1984,tennessee,CORN,690000.0,190095000.0,95.0,57.5,1210.0,3900.0,68.9,46.1,1.64,1.64,1.19,0.54,56.07
1984,texas,CORN,1550000.0,436775000.0,93.0,64.8,2630.0,1919.0,77.1,52.5,-2.82,-2.82,-2.82,-0.34,26.18
1984,utah,CORN,16000.0,5947000.0,118.0,45.9,385.0,8226.0,57.9,33.8,6.7,6.7,6.7,1.52,15.73
1984,virginia,CORN,540000.0,162864000.0,104.0,55.0,951.0,,65.9,44.2,0.72,2.75,2.59,0.25,45.38
1984,washington,CORN,150000.0,69750000.0,155.0,45.3,111.0,6115.0,54.7,35.9,2.77,2.77,2.6,0.74,46.97
1984,west virginia,CORN,81000.0,21870000.0,100.0,51.6,653.0,5318.0,62.4,40.8,0.78,0.78,0.78,0.16,45.42
1984,wisconsin,CORN,3250000.0,888810000.0,106.0,43.2,482.0,7754.0,53.4,33.1,1.36,1.36,0.73,0.74,34.98
1984,wyoming,CORN,60000.0,16200000.0,100.0,39.9,237.0,9018.0,52.3,27.5,4.11,4.11,4.11,0.77,15.63
1985,alabama,CORN,325000.0,56063000.0,75.0,62.8,1832.0,2900.0,74.1,51.5,0.96,0.96,0.96,-0.09,51.31
1985,arizona,CORN,14000.0,5151000.0,130.0,59.6,2770.0,2217.0,73.4,45.7,2.35,2.35,1.18,0.98,13.9
1985,arkansas,CORN,73000.0,18922000.0,108.0,59.8,1687.0,3768.0,70.7,48.9,-0.95,0.55,-0.94,-0.12,48.93
1985,california,CORN,320000.0,139200000.0,145.0,57.3,786.0,3277.0,69.9,44.7,-3.27,-3.27,-3.27,-0.99,14.7
1985,colorado,CORN,745000.0,245425000.0,139.0,44.1,245.0,7789.0,57.3,30.9,2.79,2.79,1.78,1.1,20.51
1985,delaware,CORN,175000.0,46734000.0,109.0,55.4,940.0,4559.0,65.4,45.3,-2.46,-2.46,-1.62,-0.54,39.35
1985,florida,CORN,190000.0,31493000.0,65.0,70.8,3453.0,790.0,81.6,60.0,0.75,-2.02,-1.04,-0.37,52.34
1985,georgia,CORN,975000.0,195741000.0,84.0,63.8,1605.0,2910.0,75.1,52.4,1.06,-1.13,0.35,-0.19,47.08
1985,idaho,CORN,80000.0,26000000.0,125.0,39.7,430.0,8540.0,51.7,27.7,-2.36,-2.36,-2.36,-0.33,20.14
1985,illinois,CORN,11370000.0,3484337000.0,135.0,50.6,743.0,6654.0,60.8,40.5,1.99,1.99,1.57,1.04,45.63
1985,indiana,CORN,6150000.0,1664190000.0,123.0,51.0,788.0,5964.0,61.1,40.9,1.02,1.02,1.02,0.64,45.45
1985,iowa,CORN,13550000.0,3448746000.0,126.0,45.9,676.0,7550.0,56.5,35.3,0.02,-1.55,-1.45,0.06,31.15
1985,kansas,CORN,1170000.0,360477000.0,130.0,52.5,1274.0,5648.0,64.4,40.6,2.91,2.91,2.91,1.4,32.91
1985,kentucky,CORN,1560000.0,377114000.0,102.0,55.0,1070.0,4697.0,65.5,44.6,1.19,1.19,1.19,0.02,44.42
1985,louisiana,CORN,205000.0,60762000.0,114.0,66.4,2670.0,1906.0,76.7,56.0,0.24,-1.71,-1.32,0.11,60.41
1985,maryland,CORN,640000.0,171072000.0,110.0,54.8,950.0,4587.0,65.0,44.6,0.18,-1.92,-1.56,-0.36,40.69
1985,michigan,CORN,2730000.0,613431000.0,105.0,43.5,403.0,7117.0,53.2,33.7,2.2,2.2,2.2,1.47,39.22
1985,minnesota,CORN,6300000.0,1485225000.0,115.0,38.7,301.0,9426.0,49.4,28.0,3.17,3.17,3.17,1.32,30.69
1985,mississippi,CORN,115000.0,22678000.0,68.0,63.2,2105.0,2656.0,74.1,52.3,0.77,-1.1,0.03,-0.15,52.77
1985,missouri,CORN,2480000.0,583792000.0,110.0,53.0,1087.0,5627.0,63.5,42.5,3.41,3.41,3.41,1.4,51.76
1985,montana,CORN,11000.0,2926000.0,95.0,39.1,174.0,9814.0,51.1,27.2,0.64,-3.06,-2.27,-0.62,17.15
1985,nebraska,CORN,7450000.0,2116992000.0,128.0,46.8,805.0,7030.0,59.1,34.4,1.27,1.27,0.27,0.27,22.45
1985,new jersey,CORN,109000.0,27577000.0,110.0,52.5,659.0,5361.0,62.7,42.4,0.47,-2.11,-1.24,-0.55,39.46
1985,new mexico,CORN,65000.0,26900000.0,155.0,52.8,800.0,4843.0,67.4,38.3,4.86,4.86,4.46,1.8,17.46
1985,new york,CORN,720000.0,167580000.0,95.0,44.7,446.0,6281.0,54.6,34.8,-0.41,-1.67,-1.52,-0.15,38.93
1985,north carolina,CORN,1625000.0,311951000.0,79.0,59.2,1331.0,3377.0,70.3,48.1,0.95,-1.64,-0.34,-0.34,47.01
1985,north dakota,CORN,560000.0,87494000.0,72.0,38.2,303.0,10018.0,50.0,26.5,1.01,-0.94,0.49,0.02,17.33
1985,ohio,CORN,4030000.0,1131100000.0,127.0,50.4,615.0,5982.0,60.7,40.2,-0.9,-0.9,-0.15,0.08,39.97
1985,oklahoma,CORN,55000.0,15741000.0,106.0,58.7,1885.0,4112.0,70.3,47.1,2.56,2.56,2.11,1.2,42.26
1985,oregon,CORN,40000.0,17688000.0,165.0,44.6,196.0,6232.0,56.2,32.9,-2.52,-2.52,-2.52,-0.89,23.11
1985,pennsylvania,CORN,1380000.0,376464000.0,110.0,48.5,520.0,5851.0,58.9,38.1,0.43,-0.87,0.01,-0.09,41.54
1985,south carolina,CORN,520000.0,98384000.0,88.0,63.0,1852.0,2626.0,74.5,51.6,1.34,-1.28,0.48,-0.08,48.07
1985,south dakota,CORN,3000000.0,521640000.0,84.0,42.9,550.0,8487.0,55.3,30.5,0.51,-1.23,-0.45,0.11,18.5
1985,tennessee,CORN,810000.0,182574000.0,98.0,57.3,1286.0,4048.0,68.1,46.4,1.07,-0.59,1.02,-0.54,43.19
1985,texas,CORN,1490000.0,389561000.0,105.0,64.4,2724.0,2215.0,76.2,52.5,1.61,1.61,0.67,0.72,29.88
1985,utah,CORN,16000.0,5152000.0,115.0,47.0,449.0,7962.0,59.4,34.6,3.12,3.12,2.11,0.8,14.8
1985,virginia,CORN,550000.0,130680000.0,99.0,55.4,949.0,,66.5,44.4,0.95,-1.37,-0.06,0.0,44.23
1985,washington,CORN,135000.0,57240000.0,160.0,43.9,178.0,6660.0,54.0,33.9,-2.64,-2.64,-2.64,-1.07,29.99
1985,west virginia,CORN,73000.0,17093000.0,105.0,51.6,624.0,5254.0,62.5,40.7,-0.77,-0.77,0.04,-0.11,45.27
1985,wisconsin,CORN,3350000.0,785006000.0,107.0,41.4,401.0,8198.0,51.9,30.9,1.32,1.32,0.35,0.9,36.86
1985,wyoming,CORN,53000.0,12466000.0,98.0,39.2,213.0,9262.0,52.4,26.0,-3.69,-3.69,-3.69,-0.84,14.22
1986,alabama,CORN,270000.0,29241000.0,57.0,64.1,2032.0,2611.0,75.8,52.4,-3.35,-3.35,-3.35,-0.85,47.77
1986,arizona,CORN,15000.0,4935000.0,140.0,60.6,2724.0,1787.0,74.4,46.7,0.38,-0.83,-0.05,-0.09,13.87
1986,arkansas,CORN,80000.0,14586000.0,106.0,61.5,1839.0,3296.0,72.5,50.5,-0.37,-0.91,-0.19,-0.31,46.39
1986,california,CORN,250000.0,81700000.0,152.0,58.9,683.0,2724.0,71.2,46.5,-1.09,-1.09,-1.09,-0.06,24.25
1986,colorado,CORN,710000.0,164720000.0,145.0,46.3,251.0,6881.0,59.7,33.0,2.8,2.8,2.8,0.86,19.83
1986,delaware,CORN,169000.0,24828000.0,83.0,55.1,1017.0,4750.0,65.2,45.0,-3.49,-3.49,-3.49,-0.98,36.99
1986,florida,CORN,160000.0,19344000.0,62.0,71.5,3493.0,608.0,82.1,60.8,-1.82,-1.82,-1.71,-0.65,52.36
1986,georgia,CORN,730000.0,81716000.0,58.0,65.0,1864.0,2711.0,76.7,53.4,-3.75,-3.75,-3.42,-1.17,42.5
1986,idaho,CORN,60000.0,15210000.0,130.0,44.1,435.0,6805.0,55.7,32.5,-0.82,0.95,-0.42,0.12,25.08
1986,illinois,CORN,10400000.0,2162160000.0,135.0,52.8,859.0,6050.0,62.8,42.8,0.94,0.94,-0.35,0.26,37.45
1986,indiana,CORN,5700000.0,1063962000.0,122.0,52.4,919.0,5627.0,62.2,42.5,0.71,0.71,0.71,0.29,39.66
1986,iowa,CORN,12050000.0,2293718000.0,135.0,48.6,816.0,6747.0,58.5,38.7,2.36,2.36,2.36,1.17,39.9
1986,kansas,CORN,1335000.0,290496000.0,136.0,56.2,1514.0,4580.0,68.6,43.8,2.91,2.91,2.91,0.99,31.4
1986,kentucky,CORN,1520000.0,236330000.0,92.0,56.6,1281.0,4350.0,67.5,45.8,-2.79,-2.79,-2.79,-0.63,42.58
1986,louisiana,CORN,385000.0,78155000.0,116.0,67.3,2712.0,1641.0,77.7,57.0,-2.22,-2.22,-2.22,-0.42,53.02
1986,maryland,CORN,580000.0,76635000.0,73.0,54.6,1078.0,4789.0,64.9,44.3,-3.05,-3.05,-2.91,-1.06,36.55
1986,michigan,CORN,2450000.0,367868000.0,105.0,44.5,452.0,6911.0,54.2,34.7,2.2,2.2,1.81,0.83,34.8
1986,minnesota,CORN,5600000.0,997472000.0,122.0,41.5,394.0,8567.0,51.8,31.2,4.11,4.11,4.11,1.29,31.43
1986,mississippi,CORN,170000.0,25500000.0,75.0,64.6,2267.0,2351.0,75.9,53.2,-2.97,-2.97,-2.97,-0.69,48.8
1986,missouri,CORN,2420000.0,407044000.0,116.0,55.9,1368.0,4833.0,66.7,45.2,0.96,0.96,-0.64,0.28,42.43
1986,montana,CORN,13000.0,3140000.0,115.0,43.0,160.0,8420.0,54.6,31.4,1.31,1.31,0.82,0.81,20.86
1986,nebraska,CORN,7000000.0,1361920000.0,128.0,50.3,1007.0,5975.0,62.5,38.0,2.48,2.48,2.48,1.09,26.8
1986,new jersey,CORN,94000.0,17099000.0,107.0,52.3,664.0,5429.0,62.4,42.1,-1.29,-1.29,-1.08,-0.2,45.69
1986,new mexico,CORN,62000.0,17205000.0,150.0,53.6,744.0,4562.0,67.8,39.3,3.36,3.36,3.36,1.34,20.57
1986,new york,CORN,650000.0,113256000.0,99.0,45.1,417.0,6221.0,54.7,35.5,2.7,2.7,2.7,0.84,44.68
1986,north carolina,CORN,1360000.0,167035000.0,69.0,59.8,1536.0,3335.0,70.9,48.7,-3.8,-3.8,-2.86,-1.56,38.89
1986,north dakota,CORN,530000.0,69992000.0,93.0,41.7,390.0,8871.0,52.7,30.6,3.08,3.08,3.08,1.33,21.79
1986,ohio,CORN,3720000.0,714240000.0,128.0,51.6,743.0,5655.0,61.4,41.9,0.43,0.43,0.43,0.36,38.98
1986,oklahoma,CORN,45000.0,9824000.0,118.0,60.8,1973.0,3429.0,72.2,49.3,1.7,1.7,1.22,0.85,40.38
1986,oregon,CORN,30000.0,8640000.0,160.0,48.1,189.0,5169.0,59.2,37.0,-1.5,-1.5,-1.5,-0.04,33.0
1986,pennsylvania,CORN,1240000.0,233728000.0,103.0,48.8,576.0,5883.0,58.8,38.8,0.9,0.9,0.9,0.31,43.25
1986,south carolina,CORN,460000.0,38088000.0,46.0,64.1,2096.0,2490.0,75.7,52.4,0.95,-3.04,-1.9,-1.04,39.88
1986,south dakota,CORN,2800000.0,314552000.0,82.0,45.8,623.0,7453.0,57.1,34.5,4.64,4.64,4.64,1.93,25.22
1986,tennessee,CORN,770000.0,94017000.0,74.0,58.8,1507.0,3711.0,70.1,47.6,-3.07,-3.07,-3.07,-0.79,45.15
1986,texas,CORN,1330000.0,278555000.0,112.0,65.5,2705.0,1818.0,77.2,53.8,0.59,0.59,0.59,0.55,33.53
1986,utah,CORN,18000.0,4860000.0,125.0,49.3,445.0,6923.0,61.6,37.0,3.02,3.02,3.02,0.59,15.01
1986,virginia,CORN,400000.0,36720000.0,54.0,55.7,1095.0,,66.6,44.7,-3.23,-3.23,-2.71,-1.34,35.16
1986,washington,CORN,120000.0,36720000.0,170.0,47.3,164.0,5565.0,56.9,37.8,-1.77,-1.77,-1.77,-0.25,41.63
1986,west virginia,CORN,60000.0,8100000.0,90.0,52.3,756.0,5130.0,63.2,41.5,-0.07,-1.47,-1.17,-0.18,43.09
1986,wisconsin,CORN,3100000.0,534068000.0,118.0,43.3,426.0,7642.0,53.4,33.2,2.17,2.17,2.14,0.61,35.21
1986,wyoming,CORN,51000.0,9884000.0,114.0,42.3,219.0,8122.0,54.8,29.8,1.14,1.14,0.72,0.68,17.91
1987,alabama,CORN,250000.0,42300000.0,72.0,63.0,1902.0,2806.0,75.1,51.0,-1.64,-1.64,-1.64,-0.69,48.13
1987,arizona,CORN,15000.0,4809000.0,140.0,59.3,2837.0,2259.0,73.2,45.4,-0.32,-0.32,-0.32,0.26,13.28
1987,arkansas,CORN,65000.0,12932000.0,115.0,61.0,1819.0,3432.0,72.6,49.5,-1.93,-1.93,-1.93,0.03,53.1
1987,california,CORN,221000.0,85218000.0,160.0,58.3,722.0,3025.0,70.8,45.8,-3.4,-3.4,-3.4,-0.99,19.7
1987,colorado,CORN,690000.0,208553000.0,155.0,45.3,239.0,7241.0,58.9,31.6,3.49,3.49,3.49,0.72,18.82
1987,delaware,CORN,148000.0,23310000.0,75.0,54.9,1136.0,4901.0,65.0,44.8,-3.26,-3.26,-3.26,-0.95,36.36
1987,florida,CORN,105000.0,13403000.0,69.0,70.2,3240.0,742.0,80.8,59.5,-2.9,-2.9,-2.9,-0.34,52.81
1987,georgia,CORN,610000.0,115290000.0,84.0,63.3,1707.0,3101.0,75.0,51.5,-2.14,-2.14,-2.14,-0.71,44.99
1987,idaho,CORN,50000.0,14300000.0,130.0,44.5,372.0,6542.0,57.1,31.9,-2.24,-2.24,-1.69,-1.5,18.42
1987,illinois,CORN,9200000.0,2380224000.0,132.0,54.1,1059.0,5665.0,64.6,43.6,-1.38,-1.38,-0.4,-0.66,34.68
1987,indiana,CORN,4880000.0,1370304000.0,135.0,53.2,1056.0,5443.0,63.7,42.8,-1.08,-1.08,-0.12,-0.69,34.87
1987,iowa,CORN,10150000.0,2493855000.0,130.0,51.2,984.0,5980.0,61.9,40.5,1.79,1.79,1.79,0.08,32.84
1987,kansas,CORN,1230000.0,271584000.0,120.0,55.5,1443.0,4660.0,67.5,43.4,4.72,4.72,4.72,1.1,32.22
1987,kentucky,CORN,1140000.0,239491000.0,104.0,56.5,1348.0,4453.0,68.0,45.0,-2.49,-2.49,-2.49,-1.17,38.44
1987,louisiana,CORN,211000.0,40892000.0,102.0,66.0,2430.0,1845.0,77.1,54.9,0.77,1.41,0.88,0.32,60.21
1987,maryland,CORN,460000.0,77142000.0,78.0,54.7,1206.0,4846.0,65.1,44.3,-3.31,-3.31,-3.31,-0.6,38.51
1987,michigan,CORN,1980000.0,378358000.0,97.0,46.9,683.0,6426.0,56.9,36.8,1.31,-2.01,-0.41,-0.49,30.44
1987,minnesota,CORN,4800000.0,1207008000.0,127.0,45.3,574.0,7399.0,56.1,34.4,-2.1,-2.1,-1.53,-1.22,22.09
1987,mississippi,CORN,150000.0,27600000.0,80.0,63.5,2073.0,2531.0,75.4,51.7,-0.54,0.66,-0.43,-0.22,52.32
1987,missouri,CORN,2150000.0,442169000.0,113.0,56.3,1433.0,4688.0,67.4,45.3,0.61,-0.82,0.22,-0.09,40.29
1987,montana,CORN,15000.0,3465000.0,105.0,44.6,128.0,8018.0,57.3,31.8,1.31,1.31,1.31,-0.83,15.9
1987,nebraska,CORN,6200000.0,1591912000.0,131.0,50.8,1060.0,5682.0,63.5,38.1,3.78,3.78,3.78,0.98,25.37
1987,new jersey,CORN,85000.0,19006000.0,104.0,52.4,770.0,5500.0,62.5,42.3,0.2,0.2,-0.34,-0.07,44.74
1987,new mexico,CORN,49000.0,15494000.0,155.0,51.9,695.0,5102.0,66.7,37.1,6.9,6.9,6.9,1.51,14.96
1987,new york,CORN,600000.0,143880000.0,109.0,45.7,525.0,6215.0,55.6,35.7,0.55,-0.98,0.0,-0.13,39.54
1987,north carolina,CORN,1100000.0,160820000.0,68.0,58.5,1522.0,3804.0,69.7,47.2,-2.62,-2.62,-2.62,-0.37,47.99
1987,north dakota,CORN,500000.0,88815000.0,93.0,45.0,498.0,7783.0,56.6,33.4,1.67,2.63,2.06,-0.19,16.1
1987,ohio,CORN,3100000.0,725400000.0,120.0,52.3,881.0,5564.0,62.6,41.9,-1.25,-1.25,-0.77,-1.02,31.41
1987,oklahoma,CORN,66000.0,15536000.0,107.0,59.6,1828.0,3655.0,71.2,47.9,3.31,3.31,3.31,1.07,41.28
1987,oregon,CORN,24000.0,8712000.0,165.0,48.4,172.0,5026.0,60.4,36.3,-1.73,-1.73,-1.47,-1.09,27.33
1987,pennsylvania,CORN,1090000.0,250384000.0,93.0,49.2,720.0,5878.0,59.6,38.9,0.39,-0.9,-0.18,-0.15,40.67
1987,south carolina,CORN,375000.0,61425000.0,78.0,62.3,1931.0,2942.0,74.0,50.7,-2.28,-2.28,-2.28,-0.15,47.63
1987,south dakota,CORN,2650000.0,422304000.0,83.0,48.6,778.0,6660.0,60.9,36.2,-1.1,2.67,0.91,0.11,17.38
1987,tennessee,CORN,580000.0,102921000.0,91.0,58.4,1508.0,3881.0,70.1,46.6,-3.09,-3.09,-3.09,-1.05,43.03
1987,texas,CORN,1250000.0,290238000.0,107.0,63.8,2440.0,2061.0,76.0,51.6,5.39,5.39,5.39,1.32,30.36
1987,utah,CORN,20000.0,6720000.0,140.0,48.4,386.0,7007.0,60.9,35.9,0.65,-0.85,0.23,-0.22,14.79
1987,virginia,CORN,325000.0,41974000.0,63.0,55.2,1223.0,,66.5,44.0,-2.58,-2.58,-2.58,0.11,45.3
1987,washington,CORN,80000.0,29240000.0,170.0,48.3,146.0,5293.0,58.6,37.9,-1.81,-1.81,-1.81,-1.09,34.39
1987,west virginia,CORN,50000.0,7056000.0,72.0,52.3,909.0,5261.0,63.7,41.0,-2.61,-2.61,-2.61,-1.0,38.86
1987,wisconsin,CORN,2800000.0,664104000.0,118.0,46.3,624.0,6857.0,56.8,35.9,-0.09,-1.87,-1.17,-0.61,28.58
1987,wyoming,CORN,41000.0,9557000.0,111.0,42.5,193.0,8088.0,55.7,29.3,-0.77,-0.77,0.2,-0.5,14.86
1988,alabama,CORN,170000.0,20944000.0,44.0,62.1,1761.0,3042.0,74.1,50.0,-3.36,-3.36,-3.36,-0.28,51.1
1988,arizona,CORN,13000.0,6347000.0,155.0,60.2,2904.0,2025.0,74.5,45.9,1.83,1.83,1.83,0.07,12.64
1988,arkansas,CORN,60000.0,13860000.0,100.0,59.8,1674.0,3757.0,71.7,47.8,-2.04,-2.04,-2.04,-0.42,46.03
1988,california,CORN,187000.0,85683000.0,145.0,58.8,800.0,2896.0,71.7,45.8,-1.32,-1.32,-0.01,-0.48,17.1
1988,colorado,CORN,800000.0,325120000.0,160.0,45.1,340.0,7364.0,59.1,31.1,-0.3,1.13,0.53,0.01,16.74
1988,delaware,CORN,140000.0,29498000.0,70.0,54.1,1081.0,5171.0,64.5,43.7,-2.31,-2.31,-2.31,-0.55,38.8
1988,florida,CORN,65000.0,11310000.0,58.0,69.7,3177.0,799.0,80.6,58.8,-1.26,-1.26,-0.81,-0.11,52.54
1988,georgia,CORN,500000.0,93620000.0,62.0,62.4,1528.0,3265.0,74.5,50.3,-3.52,-3.52,-3.52,-0.59,43.65
1988,idaho,CORN,50000.0,20150000.0,130.0,44.2,484.0,6829.0,56.5,31.8,-4.18,-4.18,-4.18,-0.99,20.49
1988,illinois,CORN,9600000.0,1815072000.0,73.0,52.1,1160.0,6493.0,63.7,40.5,-4.13,-4.13,-4.13,-1.34,29.33
1988,indiana,CORN,5000000.0,1099750000.0,83.0,51.3,1073.0,6154.0,62.7,39.9,-3.81,-3.81,-3.81,-0.97,34.25
1988,iowa,CORN,10700000.0,2202060000.0,84.0,48.7,1157.0,7015.0,60.8,36.6,-4.27,-4.27,-4.27,-1.9,21.48
1988,kansas,CORN,1150000.0,373750000.0,125.0,54.7,1571.0,5094.0,68.0,41.4,-1.82,-1.82,-1.82,-0.87,19.84
1988,kentucky,CORN,1100000.0,221628000.0,73.0,54.8,1221.0,4959.0,67.0,42.6,-3.53,-3.53,-3.53,-0.38,43.55
1988,louisiana,CORN,125000.0,33250000.0,95.0,65.6,2380.0,1894.0,76.6,54.6,0.42,-0.72,0.14,0.06,57.63
1988,maryland,CORN,420000.0,82446000.0,65.0,53.7,1143.0,5164.0,64.3,43.0,-2.11,-2.11,-2.11,-0.7,37.86
1988,michigan,CORN,1600000.0,283360000.0,70.0,44.5,726.0,7154.0,55.2,33.8,0.19,-3.22,-2.94,-0.38,32.35
1988,minnesota,CORN,4700000.0,834720000.0,74.0,41.6,740.0,8882.0,53.2,29.9,-5.89,-5.89,-5.34,-1.76,22.41
1988,mississippi,CORN,150000.0,27900000.0,60.0,62.7,1979.0,2728.0,74.6,50.8,-2.67,-2.67,-2.67,-0.31,52.4
1988,missouri,CORN,2020000.0,403758000.0,76.0,54.6,1404.0,5292.0,66.8,42.3,-2.39,-2.39,-2.39,-0.76,34.21
1988,montana,CORN,20000.0,6930000.0,110.0,44.1,271.0,8196.0,57.2,31.0,-7.25,-7.25,-7.25,-2.35,14.53
1988,nebraska,CORN,6600000.0,2029632000.0,124.0,49.6,1240.0,6340.0,63.1,36.1,-1.31,-1.31,-1.31,-0.53,20.12
1988,new jersey,CORN,79000.0,16314000.0,70.0,51.6,829.0,5854.0,62.2,41.0,-1.61,-1.61,-1.61,-0.63,40.02
1988,new mexico,CORN,55000.0,24808000.0,155.0,52.6,735.0,4880.0,67.7,37.6,4.68,4.68,4.68,0.66,15.93
1988,new york,CORN,540000.0,129897000.0,85.0,44.8,624.0,6527.0,55.2,34.5,-1.42,-1.42,-0.49,-0.67,35.74
1988,north carolina,CORN,970000.0,237107000.0,84.0,57.3,1282.0,3993.0,69.0,45.6,-2.6,-2.6,-2.6,-0.79,39.9
1988,north dakota,CORN,380000.0,52896000.0,58.0,42.4,760.0,9016.0,55.4,29.5,-7.07,-7.07,-7.07,-2.14,11.43
1988,ohio,CORN,3000000.0,665550000.0,85.0,50.4,867.0,6245.0,61.5,39.2,-4.06,-4.06,-4.06,-1.01,32.12
1988,oklahoma,CORN,72000.0,18468000.0,95.0,59.2,1884.0,3865.0,71.8,46.6,-2.31,-2.31,-2.31,-0.36,29.41
1988,oregon,CORN,19000.0,9126000.0,158.0,47.9,169.0,5306.0,59.9,36.0,-1.72,-1.72,-0.86,-0.42,29.85
1988,pennsylvania,CORN,910000.0,183365000.0,65.0,48.1,737.0,6298.0,59.0,37.2,-2.0,-2.0,-2.0,-0.93,35.9
1988,south carolina,CORN,335000.0,57319000.0,58.0,61.2,1676.0,3103.0,73.3,49.0,-2.29,-2.29,-2.29,-0.61,39.26
1988,south dakota,CORN,2400000.0,314160000.0,55.0,46.7,1005.0,7635.0,60.0,33.4,-4.91,-4.91,-4.91,-1.46,15.34
1988,tennessee,CORN,530000.0,106398000.0,73.0,56.7,1331.0,4304.0,69.0,44.5,-3.8,-3.8,-3.8,-0.56,46.38
1988,texas,CORN,1350000.0,351216000.0,96.0,64.3,2558.0,2040.0,77.3,51.3,-1.23,-1.23,-1.23,-0.82,20.96
1988,utah,CORN,22000.0,8593000.0,124.0,48.5,577.0,7197.0,61.5,35.4,-0.96,-0.96,-0.96,-0.52,11.18
1988,virginia,CORN,295000.0,67585000.0,79.0,53.9,1053.0,,65.8,42.1,-2.05,-2.05,-2.05,-0.86,34.96
1988,washington,CORN,80000.0,40800000.0,170.0,47.3,116.0,5636.0,57.2,37.3,-1.39,-1.39,-0.02,-0.23,39.95
1988,west virginia,CORN,40000.0,6032000.0,58.0,50.9,812.0,5695.0,63.0,38.8,-4.47,-4.47,-4.47,-1.17,35.34
1988,wisconsin,CORN,1950000.0,333158000.0,67.0,43.4,770.0,7859.0,54.9,31.9,-4.32,-4.32,-4.32,-1.39,25.59
